word,word_normalized,num_raw_variants
gàɾ,kàɾá,3
kràráǒ,kàɾá,3
kàrcá,kàɾcá,1
kàrt̪ɔ́,kàɾìt̪ɔ́,2
kàɾt̪ɔ́,kàɾìt̪ɔ́,2
kàɾt̪ɔ̂l,kàɾìt̪ɔ́l,3
kàrt̪ɔ́l,kàɾìt̪ɔ́l,3
kàɾt̪ɔ́l,kàɾìt̪ɔ́l,3
kàgít̪ɛ̀,kàɾìt̪ɛ̀,1
kàɾú,kàɾó,3
kàró,kàɾó,3
kàɾó,kàɾó,3
kàrt̪ìnáidí,kàɾt̪ìnìjí,2
akàrt̪ìnídí,kàɾt̪ìnìjí,2
kàrt̪ìnɔ́,kàɾt̪ìnɔ́,1
kàrt̪îŋì,kàɾt̪ìðì,1
kàrt̪îŋǐ,kàɾt̪ìŋjú,1
kàððàt̪ɔ́l,kàɾðàt̪ɔ́l,1
kàððɔ́gɛ́,kàɾðɔ́gɛ́,1
kàrɔ́,kàɾɔ́,3
ɛ́gàɾɔ́,kàɾɔ́,3
kàɾɔ́,kàɾɔ́,3
kàɾɔ́gɛ́,kàɾɔ́gɛ́,2
kàrɔ́gɛ́,kàɾɔ́gɛ́,2
kàɾúŋî,kàɾɔ́ŋ,2
kàɾúŋì,kàɾɔ́ŋ,2
kàrɛ́,kàɾɛ̀,3
kàrè,kàɾɛ̀,3
kàré,kàɾɛ̀,3
kàɾə́ŋî,kàɾɛ́ŋí,1
kán,ká,8
ká,ká,8
kám,ká,8
káð,ká,8
káŋ,ká,8
kauda,ká,8
kák,ká,8
káì,ká,8
kâgàɾìðú,ká_àɾìðó,1
kávə̀rðɔ́,ká_àɾðɔ́,1
káðə́ŋîɾà,ká_áŋìðà,1
kábùlìjɛ̀cí,ká_bùlìjɛ̀cí,1
kábúlìjɔ̀cɔ̀,ká_búlìjɔ̀cɔ̀,1
kádɔ̀ŋðɔ́,ká_dɔ̀ŋðɔ́,3
kádɔ́ŋðɔ̀,ká_dɔ̀ŋðɔ́,3
kâdɔ̀ŋðɔ́,ká_dɔ̀ŋðɔ́,3
kádɔ́ŋðà,ká_dɔ́ŋðà,1
kádɔ́ŋðɛ̀,ká_dɔ́ŋðɛ̀,1
káìdɔ̀t̪ɔ́,ká_ìdɔ̀t̪ɔ́,1
kát̪íjà,ká_íjà,1
kágít̪ɔ̀,ká_ít̪ɔ̀,1
káŋîðìɲɔ̀cɔ̀,ká_íðìjɔ̀cɔ̀,1
kǎjɛ̌,ká_jɛ̀,2
kǎjɛ̀,ká_jɛ̀,2
káðɛ́ðà,ká_jɛ́ðà,1
kâgàɾàt̪ɔ́,ká_kàɾàt̪ɔ́,1
kákàɾcàcí,ká_kàɾcàcí,1
kákàɾcìðàt̪ɔ́,ká_kàɾcìðàt̪ɔ́,1
kákàɾcìðú,ká_kàɾcìðú,1
kágàɾìjí,ká_kàɾìjí,1
kákàɾìðú,ká_kàɾìðó,1
kâgàɾó,ká_kàɾó,1
kágáɾà,ká_káɾà,1
kágáɾàt̪à,ká_káɾàt̪à,1
kǎgáɾàt̪ɛ̀,ká_káɾàt̪ɛ̀,1
kákáɾcácà,ká_káɾcàcà,1
kákáɾcíðà,ká_káɾcìðà,1
kákáɾcíðàt̪à,ká_káɾcìðàt̪à,1
kǎgáɾì,ká_káɾì,1
kágáɾíjɔ̀,ká_káɾìjɔ̀,1
gákáɾìðàǎ,ká_káɾìðà,4
kágáɾìðà,ká_káɾìðà,4
gákáɾìðà,ká_káɾìðà,4
kákáɾìðàǎ,ká_káɾìðà,4
kǎgáɾìðì,ká_káɾìðì,1
kágɛ̀ɲàt̪ɔ́,ká_kèɲàt̪ɔ́,1
kágɛ́ɲàt̪à,ká_kéɲàt̪à,1
kágìðɔ̀t̪ɔ́,ká_kìðɔ̀t̪ɔ́,1
kágíðɔ̀t̪ɔ̀,ká_kíðɔ̀t̪ɔ̀,1
kágɔ̀t̪ìjí,ká_kɔ̀t̪ìjí,1
kákɔ́cɔ̀,ká_kɔ́cɔ̀,1
kákɔ́cɔ̀cɔ̀,ká_kɔ́cɔ̀cɔ̀,1
kágɔ́t̪ìjɔ̀,ká_kɔ́t̪ìjɔ̀,1
kákə̀lcí,ká_kə̀lcí,1
kàðə́kə̂lcà,ká_kə́lcà,4
ká̌kə́lcà,ká_kə́lcà,4
kákə́lcà,ká_kə́lcà,4
kàðə́kə̀lcà,ká_kə́lcà,4
kákə̀cí,ká_kɛ̀cí,1
kákɛ̀cɛ̀cí,ká_kɛ̀cɛ̀cí,2
kákə̀cɛ̀cí,ká_kɛ̀cɛ̀cí,2
kákə́cì,ká_kɛ́cì,1
kágə́cìðɔ̀,ká_kɛ́cìðɔ̀,1
kákɛ́cɛ́cì,ká_kɛ́cɛ̀cì,1
kámìɲɔ́,ká_mìɲɔ́,1
kámíɲàt̪à,ká_míɲàt̪à,1
kǎmíɲàt̪ɛ̀,ká_míɲàt̪ɛ̀,1
kámə̀ɾðɔ́,ká_mɛ̀ɾðɔ́,1
káðam̀ɔ̀cɔ,ká_m̀ɔ́,1
kàðə́nɔ̀nà,ká_nɔ́nà,7
kaŋɔnɔna,ká_nɔ́nà,7
kàðə́nɔ̂nà,ká_nɔ́nà,7
kánɔ̂na,ká_nɔ́nà,7
kánɔ̂nà,ká_nɔ́nà,7
kàðə̀nɔ́nà,ká_nɔ́nà,7
káŋínɔ̂nà,ká_nɔ́nà,7
gáŋɔ́nìðá,ká_nɔ́nìðà,1
kândìjí,ká_ǹdìjí,1
kándíjɔ̀,ká_ńdìjɔ̀,1
kâpìðɔ̀t̪ɔ́,ká_pìðɔ̀t̪ɔ́,1
kǎpíðɔ̀,ká_píðɔ̀,1
kǎpíðɔ̀t̪ɔ̀,ká_píðɔ̀t̪ɔ̀,1
kâpɔ̀t̪ɔ́,ká_pɔ̀t̪ɔ́,1
kǎpɔ́t̪ɔ̀,ká_pɔ́t̪ɔ̀,1
kápɛ́t̪ɛ̀,ká_pɛ́t̪ɛ̀,1
kárlɛ̀ɲí,ká_r̀lɛ̀ɲí,1
kárlɔ̀ŋɔ̀,ká_ŕlɔ̀ɲɔ̀,2
kárlə̀ɲɔ̀,ká_ŕlɔ̀ɲɔ̀,2
kárlɛ̀ɲì,ká_ŕlɛ̀ɲì,2
káŋìrlɛ̀ɲì,ká_ŕlɛ̀ɲì,2
kátùðìjí,ká_tùðìjí,1
kátòðó,ká_tùðú,1
kátóðà,ká_túðà,2
kátúðà,ká_túðà,2
kátúðìjɔ̀,ká_túðìjɔ̀,1
kát̪ìjí,ká_t̪ìjí,1
kát̪íjɔ̀,ká_t̪íjɔ̀,1
kát̪ɔ̀t̪ɔ́,ká_t̪ɔ̀t̪ɔ́,2
kát̪òt̪ó,ká_t̪ɔ̀t̪ɔ́,2
kât̪ɔ́,ká_t̪ɔ́,1
kát̪ɔ́t̪ɔ̀,ká_t̪ɔ́t̪ɔ̀,1
káùdɔ́,ká_ùd̪ɔ́,1
káùrìjí,ká_ùrìjí,1
káùtìðìjí,ká_ùtìðìjí,1
káùtìðìðú,ká_ùtìðìðú,1
káùɽcìjí,ká_ùɽcìjí,1
káùɽìðìjí,ká_ùɽìðìjí,1
káúrìjɔ̀,ká_úrìjɔ̀,1
káútìðìjɔ̀,ká_útìðìjɔ̀,1
káútíðìðɔ̀,ká_útìðìðɔ̀,1
káúɽcìjɔ̀,ká_úɽcìjɔ̀,1
káúɽðìjɔ̀,ká_úɽìðìjɔ̀,1
kávə́rðɔ̀,ká_vɔ́ðɔ̀,1
kàðə́və̀lɛ̀ðàt̪ó,ká_və̀lɛ̀ðàt̪ɔ́,1
kàðə́vr̀lɛ̀ðɔ́,ká_və̀lɛ̀ðɔ́,7
káðə̀və̀lɛ̀ðɔ́,ká_və̀lɛ̀ðɔ́,7
káðɛ́və̀lèðɔ́,ká_və̀lɛ̀ðɔ́,7
kávə̀lɛ̀ðɔ́,ká_və̀lɛ̀ðɔ́,7
kávr̀lɛ̀ðɔ́,ká_və̀lɛ̀ðɔ́,7
kâvlɛ̀ðɔ́,ká_və̀lɛ̀ðɔ́,7
kàðə́və̀rlɛ̀ðɔ́,ká_və̀lɛ̀ðɔ́,7
káŋvə́lɛ̂ðà,ká_və́lɛ̀ðà,10
káŋvə́lɛ̀ðà,ká_və́lɛ̀ðà,10
kávə́lɛ̂ðà,ká_və́lɛ̀ðà,10
kǎvə́lɛ̂ðǎ,ká_və́lɛ̀ðà,10
kàðə́və́lɛ̂ðà,ká_və́lɛ̀ðà,10
kávə́lɛ̀ðà,ká_və́lɛ̀ðà,10
kávə́lɛ̂ðǎ,ká_və́lɛ̀ðà,10
kávə́rlɛ̂ðà,ká_və́lɛ̀ðà,10
kávŕlɛ̂ðà,ká_və́lɛ̀ðà,10
kávə́rlɛ̂ðǎ,ká_və́lɛ̀ðà,10
kávə́lɛ̀ðɛ̀,ká_və́lɛ̀ðɛ̀,1
kánðá,ká_ðà,1
káðàt̪ɔ́,ká_ðàt̪ɔ́,1
káðát̪à,ká_ðát̪à,1
káðɛ̀ðú,ká_ðìðó,1
sáðúɽà,ká_ðúɽà,1
káŋácìnɛ̀,ká_ŋácìnɛ̀,1
gaŋɔ́ɽɟɛ̀cà,ká_ɔ́ɽɟɛ̀cà,1
kàŕlànd̪á,ká_ɾ́làndà,1
káblàt̪à,káblàt̪à,2
káb̀làt̪à,káblàt̪à,2
sábr̀t̪ìnò,kábr̀t̪ìnɔ̀,1
kát̪ìjé,kádìjɛ̀,1
kádɔ̀ŋnɛ̀,kádɔ̀ŋɔ̀nɛ̀,1
kágɛ́,kágɛ́,2
kárgɛ́,kágɛ́,2
káɟà,kájà,1
kájàt̪à,kájàt̪à,2
káját̪à,kájàt̪à,2
kájjɔ̀,kájì,2
kǎjjì,kájì,2
kâjjí,kájìjí,1
kâjɛ̀nìjí,kájìnìjí,1
kájínìjɔ̀,kájìnìjɔ̀,2
kájɛ́nìjɔ̀,kájìnìjɔ̀,2
gájínɔ̀,kájìnɔ̀,1
kájínɔ́,kájìnɔ́,2
gájínɔ́,kájìnɔ́,2
kájít̪ɔ̀,kájìt̪ɔ̀,1
kájt̪ìŋì,kájíŋì,1
kájɔ̀,kájú,1
kákà,kákà,4
káka,kákà,4
kàkà,kákà,4
káká,kákà,4
kákàŋú,kákàŋú,8
kákǎŋ,kákàŋú,8
kákàŋ,kákàŋú,8
kákàŋù,kákàŋú,8
kâkǎŋ,kákàŋú,8
kákàŋúðɛ̀r,kákàŋú,8
kákàŋúðár,kákàŋú,8
kákàŋúðàr,kákàŋú,8
kál,kál,2
kǎl,kál,2
kálìjà,kál_íjà,1
kalɛrɛr,kál_ŕɛ̀ŕ,1
kálvə̀lɛ̀ðɔ́,kál_və̀lɛ̀ðɔ́,1
kálvə́lɛ̀ðà,kál_və́lɛ̀ðà,1
kǎlvə́lɛ̀ðàló,kál_və́lɛ̀ðàt̪ɔ́,1
kálvə́lɛ̀ðɛ̀l,kál_və́lɛ̀ðɛ̀,3
kálvə̀lɛ̀ðɛ̌,kál_və́lɛ̀ðɛ̀,3
kálvə̀lɛ̀ðɛ̀,kál_və́lɛ̀ðɛ̀,3
kálàbðà,kál_ðà,1
kálðíɾín,kál_ðíðìnɛ̀,1
kǎllɛ́rɛ́r,kál_ɛ́rdóŕ,1
kálə̀ŋɔ́,kálèŋɔ́,1
kálɛ̀rɛ̀,kálèŋɛ̀,2
kállɛ̀rɛ̀,kálèŋɛ̀,2
kálgɛ́rɛ́,kálgɛ́,1
gálò,káló,4
kálú,káló,4
kɜ́lôŋ,káló,4
kɜ́ló,káló,4
kálɔ́ŋú,kálɔ́ŋjú,1
káó,káĺ,1
kǎl̀və̀lɛ̀ðɛ̀,káĺ_və́lɛ̀ðɛ̀,1
kámáðít̪ɔ̀,kámàcìt̪ɔ̀,2
kámáðìt̪ɔ̀,kámàcìt̪ɔ̀,2
kámàðìt̪ɔ́,kámàcìt̪ɔ́,2
kámàðìt̪,kámàcìt̪ɔ́,2
kamáðjt̪ɛ̀,kámàcìt̪ɛ̀,1
kámáɽá,kámàɽà,4
kámàɽà,kámàɽà,4
kàbàɽà,kámàɽà,4
sátàɽǎn,kámàɽà,4
kámàɽàŋá,kámàɽàŋá,5
kámàɽàŋú,kámàɽàŋá,5
kámáɽáŋá,kámàɽàŋá,5
kámàɽàŋɾɛ́,kámàɽàŋá,5
kámàɽàŋà,kámàɽàŋá,5
kámìɲàcí,kámìɲàcí,1
kámìɲɔ̀t̪ɔ́,kámìɲìt̪ɔ́,1
kámìɲí,kámìɲí,1
kâmɔ̀nt̪ɔ́,kámɔ̀nìt̪ɔ́,1
kǎndíjì,kánt̪ìjì,1
káǹíŋâiɲɔ́,káǹíŋâiɲɔ́,1
kápà,kápà,3
kábà,kápà,3
kǎpà,kápà,3
kǎpát̪à,kápàt̪à,2
kápát̪à,kápàt̪à,2
kâpàt̪ɔ́,kápàt̪ɔ́,1
kápát̪ɛ̀,kápàt̪ɛ̀,2
kǎpát̪ɛ̀,kápàt̪ɛ̀,2
kápátɛ̀,kápátɛ́,1
kǎpɜ́ìt̪ɔ̀,kápìt̪ɔ̀,3
kápít̪ɔ̀,kápìt̪ɔ̀,3
kǎpít̪ɔ̀,kápìt̪ɔ̀,3
kâpìt̪ɔ́,kápìt̪ɔ́,2
kâpɜ̀ìt̪ɔ́,kápìt̪ɔ́,2
kápít̪ɛ̀,kápìt̪ɛ̀,3
kápə́t̪ɛ̀,kápìt̪ɛ̀,3
kápɜ́ìt̪ɛ̀,kápìt̪ɛ̀,3
kǎpíðà,kápìðà,1
kápíðì,kápìðì,1
kápít̪ìt̪ɛ̀,kápìðìt̪ɛ̀,2
kápíðə̀t̪ɛ̀,kápìðìt̪ɛ̀,2
kâpìðú,kápìðó,1
kápɔ̀,kápɔ́,3
kâpɔ́,kápɔ́,3
kǎpɔ̀,kápɔ́,3
kápɛ̀,kápɛ̀,1
kə́r,kár,1
kárŋìt̪ɔ̀,kárŋìt̪ɔ̀,1
kárŋìt̪ɔ́,kárŋìt̪ɔ́,1
kárkàrɛ̀,kárɽàt̪ɛ̀,1
káðɛ́,kátɛ́,2
kánɛ́,kátɛ́,2
kátɛ́nɔ̂nà,kátɛ́_nɔ́nà,1
kàtɛ́nɔ̂nǎr,kátɛ́_nɔ́nàŕ,1
kàðɛ́və́lêðà,kátɛ́_və́lɛ̀ðà,1
kàðɛ́və̀lèðɔ́,kátɛ́_və́lɛ̀ðɔ́,2
káðɛ́və́lêðɔ́,kátɛ́_və́lɛ̀ðɔ́,2
kə́vlàt̪à,kávə̀làt̪à,1
kálvə̀lɛ̀ðɛ́l,kávə̀lìðɜ́l,1
kát̪át̪à,káwàt̪à,1
kuŋú,káwŋú,1
káðə́və̀rlɛ̀ð̌ǎ,káðə́və̀rlɛ̀ð̌ǎ,1
káŋà,káŋà,3
kǎŋà,káŋà,3
gáŋá,káŋà,3
kǎŋt̪à,káŋàt̪à,1
káŋáŋà,káŋáŋà,1
káŋáŋá,káŋáŋá,1
káŋâ,káŋâ,1
kíŋâgɛ̀rɛ́,káŋâ_kɛ̀ɾɛ̀,1
káŋárlɛ̀ɲì,káŋâ_r̀lɛ̀ɲì,1
kúŋál,káŋâl,1
kɜ́ŋcì,káŋcì,2
káŋcɔ̀,káŋcì,2
kɜ́ŋcíjì,káŋcìjì,1
kɜ̂ŋcìjí,káŋcìjí,1
kɜ̌ŋcíjɔ̀,káŋcìjɔ̀,1
kɜ̂ŋcí,káŋcí,3
káŋcîí,káŋcí,3
káŋcî,káŋcí,3
káŋî,káŋì,2
káŋì,káŋì,2
káŋǐn,káŋìnɔ́,1
kâŋt̪ɔ́,káŋìt̪ɔ́,1
káŋt̪ɛ̀,káŋìt̪ɛ̀,1
káŋnðə́ŋ̀ǎ,káŋìðáŋá,1
káŋìŋì,káŋíŋì,2
káŋíŋì,káŋíŋì,2
káŋŋí,káŋíŋí,5
káŋíŋí,káŋíŋí,5
káŋíŋ,káŋíŋí,5
káŋíŋ́,káŋíŋí,5
káŋíŋî,káŋíŋí,5
káŋíŋídɛ́,káŋíŋígɛ́,2
káŋíŋídeɛ́,káŋíŋígɛ́,2
kâŋtɔ́,káŋú,3
káŋú,káŋú,3
kâŋú,káŋú,3
kâŋtɔ́ŋ,káŋúŋ,1
káŋɛ̌n,káŋɛ̂,2
káŋěn,káŋɛ̂,2
káŋínɔ̀nà,káŋɛ̂_nɔ̀nà,2
kàŋínɔ̀nà,káŋɛ̂_nɔ̀nà,2
áŋîvə̀lɛ̀ðà,káŋɛ̂_və̀lɛ̀ðà,1
áŋîvə̀lɛ̀ðɛ̀,káŋɛ̂_və̀lɛ̀ðɛ̀,1
àkáɽə̀ŋàt̪à,káɽə̀ŋàt̪à,5
káɽə́ŋàt̪ǎ,káɽə̀ŋàt̪à,5
àkáɽə̀ŋàt̪ǎ,káɽə̀ŋàt̪à,5
káɽə́ŋàt̪à,káɽə̀ŋàt̪à,5
káɽə̀ŋàt̪ǎ,káɽə̀ŋàt̪à,5
kə́ɽìŋàt̪ɔ́l,káɽə̀ŋàt̪ɔ́l,1
káɾár,káɾàŕ,1
ɛ̀gáɾàt̪ɔ́,káɾàt̪ɔ́,1
káɾá,káɾá,2
kábá,káɾá,2
káɾát̪ɔ́,káɾát̪ɔ́,1
ŋgárcà,káɾcà,1
kɜ́rcɜ̀cì,káɾcàcì,1
ŋgárcì,káɾcì,1
kárcí,káɾcí,1
kábɾì,káɾì,6
kárì,káɾì,6
kàɾí,káɾì,6
kári,káɾì,6
káɾg,káɾì,6
kàɾì,káɾì,6
kátòðò,káɾìðó,1
kárlɔ̀ŋí,káɾlɔ́ŋú,1
kárlɛ̀ŋì,káɾl̀ɛ́ŋì,1
kárlɛ̀ŋí,káɾl̀ɛ́ŋí,1
káɾó,káɾó,2
kárò,káɾó,2
káɾór,káɾóŕ,1
kárt̪ìnɔ̀,káɾt̪ìnɔ̀,1
kárt̪ìnɔ́,káɾt̪ìnɔ́,1
ɜ́ɾt̪íɲáɾɛ́,káɾt̪ìt̪átɛ́,1
kámðɛ́ŋǎ,káɾðáŋà,1
kámðáŋɾa,káɾðáŋá,1
káɾŋít̪ɛ̀,káɾðìt̪ɛ̀,1
kárŋɔ̀,káɾŋú,2
kârŋú,káɾŋú,2
káɾɔ́,káɾɔ́,2
kárɔ́,káɾɔ́,2
kárɔ́gɛ́,káɾɔ́gɛ́,6
kárɔ́gâbá,káɾɔ́gɛ́,6
káɾɔ́gɛ́,káɾɔ́gɛ́,6
káɾógɛ́,káɾɔ́gɛ́,6
kârɔ́gɛ́,káɾɔ́gɛ́,6
gáɾɔ́g,káɾɔ́gɛ́,6
kárè,káɾɛ̀,3
káré,káɾɛ̀,3
káɾɛ̀,káɾɛ̀,3
ka,kâ,2
kǎ,kâ,2
kàrɔ̀,kârɔ̀,3
kârò,kârɔ̀,3
kárɔ̀,kârɔ̀,3
kr,kǎr,2
kǎr,kǎr,2
ŋgɛ̀ɲàt̪ɔ́,kèɲàt̪ɔ́,1
kèɲá,kèɲá,2
kòɲá,kèɲá,2
ŋgɛ̀ɲɔ́,kèɲɔ́,1
kɛ́ðìnt̪ɔ́,kéðìnìt̪ɔ́,1
kɛ́ðìnɔ̀,kéðìnɔ̀,1
kɛðəŋnɔl,kéðìnɔ́l,1
gǐɲàgɛ́,kéɲágɛ́,1
kìɲárnɔ̂nà,kéɲár_nɔ́nà,1
kìɲárvə́lɛ̂ðɛ̀,kéɲár_və́lɛ̀ðɛ̀,2
kìɲàrvə́lɛ̂ðɛ̀,kéɲár_və́lɛ̀ðɛ̀,2
kíɲâlɛ̀rɛ̀,kéɲâĺ_ŕɛ̀,1
kíɲâlɛ̀ɾɛ́,kéɲâĺgɛ́,1
kéɲɔ́,kéɲɔ́,1
kìɽánó,kìbáló,1
kìɲálɛ̂rɛ́,kìbátɛ́ŕ,1
kìbɽánànò,kìbáɲà,2
kìbɽánànù,kìbáɲà,2
kə̀bɽànánò,kìbìnáló,1
kìbránánù,kìbìnáŋà,1
kìpí,kìbí,1
gʊ̀blɔ̀ŋnɔ́,kìblɔ́ŋú,1
kìɲɔ̀,kìbɔ̀,1
kìcɔ̀,kìcò,3
kìcò,kìcò,3
gìcó,kìcò,3
kìclò,kìcə̀lò,15
kìcə̀lò,kìcə̀lò,15
kèclò,kìcə̀lò,15
kìcə̀lʊ̀,kìcə̀lò,15
kècèló,kìcə̀lò,15
kìtcə̀lò,kìcə̀lò,15
kìcəlò,kìcə̀lò,15
kìcə̀ló,kìcə̀lò,15
kwìcə̀lò,kìcə̀lò,15
kìcɛ̀lù,kìcə̀lò,15
kìcìló,kìcə̀lò,15
kìcìlò,kìcə̀lò,15
kìclǒ,kìcə̀lò,15
kə̀cə̀lò,kìcə̀lò,15
kìcə̀lù,kìcə̀lò,15
ìdáŋgɛ́,kìdáŋágɛ́,1
kɛ̀ìdú,kìdú,1
kɛ̀ìdù,kìdɔ̀,1
kɛ̀ìdɔ̀t̪ɔ́,kìdɔ̀t̪ɔ́,1
kìjá,kìjà,1
kìjàt̪à,kìjàt̪à,1
kìjàt̪áŋá,kìjàt̪áŋá,1
kìjàt̪ɔ́,kìjàt̪ɔ́,1
kìjjí,kìjìjí,1
kìjìnìjí,kìjìnìjí,1
kìjɔ́,kìjɔ́,2
kìjó,kìjɔ́,2
kìɲálɛ̂rɛ̀,kìlɛ̀ðɛ̀,1
kìɲɔ́,kìðɔ́,2
kìðɔ́,kìðɔ́,2
kʊ́blɔ́ŋnɔ́,kíbilɔ́ŋ̀nú,1
kílì,kíbì,1
kʊ́blɔ́ŋnɔ̀,kíbìlɔ́ŋnú,1
kílìŋɔ́,kíbíŋú,1
kícɔ́,kícò,1
kícə̀ló,kícə̀lò,9
kícə̀lò,kícə̀lò,9
kícə̀lù,kícə̀lò,9
kicəlo,kícə̀lò,9
kícə̀láno,kícə̀lò,9
kicə̀lò,kícə̀lò,9
kícə̀lánú,kícə̀lò,9
kícìlǒ,kícə̀lò,9
kícə́ló,kícə̀lò,9
gíɲágɛ́rɛ̌,kídátɛ́ŕ,1
kínǎ,kíjà,3
kíjà,kíjà,3
kíjá,kíjà,3
kíɲàt̪à,kíjàt̪à,2
kíjàt̪à,kíjàt̪à,2
kíjó,kíjɔ́,2
kíjɔ́,kíjɔ́,2
kíjɔ̀l,kíjɔ́l,1
kíjɔ́ŋ,kíjɔ́ŋ,1
kírlɛ̀ŋí,kírcə̀cí,1
kítàɽàn,kítàn,1
kíðìnt̪ɔ́,kíðìnìt̪ɔ́,1
kíðìnɔ̀,kíðìnɔ̀,1
kíðìnɔ́,kíðìnɔ́,1
kíðɔ̀,kíðɔ̀,2
kîðɔ̀,kíðɔ̀,2
kîðɔ̌,kíðɔ́,2
kíðɔ́,kíðɔ́,2
kíɽɔ́l,kíðɔ́l,1
kíðɛ̀,kíðɛ̀,1
kńnǎ,kńnà,5
kə̀nnà,kńnà,5
kńnà,kńnà,5
km̀nǎ,kńnà,5
kmnà,kńnà,5
kùuijì,kùdìjì,1
kɔ̀tɛ̀cí,kùdɛ̀cí,1
kùmùt̪ɔ̀,kùmɔ̀t̪ɔ̀,3
kɔ̀mùt̪ɔ̀,kùmɔ̀t̪ɔ̀,3
kùmbùt̪ɔ̀,kùmɔ̀t̪ɔ̀,3
kùmùt̪èná,kùmɔ̀t̪ɔ́,1
kùmùt̪nɔ́ŋ,kùmɔ̀t̪ɔ́ŋ,1
kɔ̀mùt̪ɛ̀ní,kùmɔ̀t̪ɛ́ŋí,1
kàmɔ̀ŋt̪ɔ́,kùmɔ̀ŋt̪ú,1
kùmùt̪ɛ̀níŋì,kùmɛ̀t̪ìnɛ́ŋì,1
kɔ̀rì,kùrì,1
kùrìjí,kùrìjí,1
kɔ̀rmùðɔ̀,kùrmùðɔ̀,1
kùrmùðɔ́,kùrmùðɔ́,2
kùɾmùðɔ́,kùrmùðɔ́,2
kùrŋú,kùrŋú,1
kùwɔ̀,kùrɔ̀,1
kùtìðìjí,kùtìðìjí,1
kùtìðìðú,kùtìðìðú,1
kùtìðí,kùtìðí,1
kùtòðò,kùtìðɔ̀,1
kɔ̀tìðɛ̀cí,kùtìðɛ̀cí,1
kùɽcìjí,kùɽcìjí,1
kùɽðìjí,kùɽìðìjí,1
kúkù,kúkù,12
kúkú,kúkù,12
kúù,kúkù,12
kúkǔ,kúkù,12
kukǔ,kúkù,12
kúku,kúkù,12
kukú,kúkù,12
kúkʊ̀,kúkù,12
kuku,kúkù,12
kúkû,kúkù,12
kɔ̀kɔ̀,kúkù,12
ŋgúkʊ̀,kúkù,12
kúkùŋù,kúkùŋú,17
kúkùŋú,kúkùŋú,17
kúkùŋà,kúkùŋú,17
kúkùŋ,kúkùŋú,17
kukuŋa,kúkùŋú,17
kúkúŋú,kúkùŋú,17
kukuŋu,kúkùŋú,17
kúkùŋ́,kúkùŋú,17
kúkúŋu,kúkùŋú,17
kúkúŋ,kúkùŋú,17
kúkúŋù,kúkùŋú,17
kúkùŋu,kúkùŋú,17
kúkùŋúdì,kúkùŋú,17
kúkʊ̀ŋʊ́,kúkùŋú,17
kúkùŋídí,kúkùŋú,17
kúkùŋí,kúkùŋú,17
kúkuŋú,kúkùŋú,17
kúkùŋúðɛ́dì,kúkùŋúðɛ́dì,1
kúkùŋðɔ́ndà,kúkùŋðɔ́ndà,1
kúkùŋɔ̀ŋŋíɲár,kúkùŋɔ̀ŋŋíɲár,1
kʊ́mʊ̀,kúmù,1
kúrǐ,kúrì,2
kɔ́rì,kúrì,2
kɔ́rìŋú,kúrŋú,2
kórìŋú,kúrŋú,2
kùŋút̪ì,kút̪ì,1
kùɟí,kúɟí,2
kúɟí,kúɟí,2
kɛ́ɽcàn,kúɽcà,1
kúɽùɛ́l,kúɽcɜ́l,1
kúɽì,kúɽì,9
kʊ́ɽì,kúɽì,9
ŋ́gúɽì,kúɽì,9
kúɽí,kúɽì,9
gúɽì,kúɽì,9
kúɽùɔ̀,kúɽì,9
kúɽi,kúɽì,9
kúɽî,kúɽì,9
ŋgûɽì,kúɽì,9
kɔ́ɾì,kúɾí,2
kʊ́ɾí,kúɾí,2
kɔ̀cɔ́,kɔ̀cɔ́,1
kə̀dɔ̀ŋnɔ́,kɔ̀dɔ̀ŋɔ̀nɔ́,1
kɔ̀ŋɔ̂,kɔ̀dɔ́,2
kùdɔ́,kɔ̀dɔ́,2
kɔ̂d,kɔ̀dɛ̀,1
kɔ̀là,kɔ̀là,4
kòalà,kɔ̀là,4
kɔ̀lá,kɔ̀là,4
kòlà,kɔ̀là,4
kàmɔ̀ŋnɔ́,kɔ̀mɔ̀ŋnú,1
kɔ̀rnɔ́,kɔ̀rǹɔ́,1
kɔ̀t̪á,kɔ̀t̪á,2
kɔ̀t̪à,kɔ̀t̪á,2
kɔ̀t̪ìnɔ́,kɔ̀t̪ìnɔ́,1
ígɔ̀ðɔ́,kɔ̀ðɔ́,1
kɛ̀ɽánò,kɔ̀ɽáló,1
kdɔ̀ɽðɔ̀t̪ɔ̀,kɔ̀ɽɔ̀t̪ɔ́,1
kɔ̀ɽɟɛ̀cáŋà,kɔ̀ɽɟɛ̀cáŋà,2
kə̀ɔ̀ɽɟɛ̀cáŋà,kɔ̀ɽɟɛ̀cáŋà,2
kɔ̀ɽɟɛ̀cáŋá,kɔ̀ɽɟɛ̀cáŋá,2
kə̀ɔ̀ɽɟɛ̀cáŋá,kɔ̀ɽɟɛ̀cáŋá,2
kɔ̀ɽɟɛ̀cáŋánunɛɾɛ,kɔ̀ɽɟɛ̀cáŋágɛ́,1
kə̀ɔ̀ɽɟɛ̀cíŋ,kɔ̀ɽɟɛ̀cíŋ,2
kɔ̀ɽɟɛ̀cíŋ,kɔ̀ɽɟɛ̀cíŋ,2
