word,word_normalized,num_raw_variants
lɛ́ŋcí,lɛ́ŋcí,2
lɛ̂ŋcí,lɛ́ŋcí,2
lɛ́ŋgáí,lɛ́ŋgáj,2
lɛ́ŋgáj,lɛ́ŋgáj,2
lɛ́ŋgáló,lɛ́ŋgáló,1
lɛ́ŋgɛ́n,lɛ́ŋgɛ́n,12
lɛ́ŋgɛ̀nà,lɛ́ŋgɛ́n,12
lɛ́ŋ̀gɛ́n,lɛ́ŋgɛ́n,12
lɛ̂ŋgɛ́n,lɛ́ŋgɛ́n,12
lɛ́ŋgɛ̀n,lɛ́ŋgɛ́n,12
lɛ̂ŋgɛ̌n,lɛ́ŋgɛ́n,12
líŋgɛ́n,lɛ́ŋgɛ́n,12
jɛ́ŋgɛ́n,lɛ́ŋgɛ́n,12
lɛ̂ŋgɛ̀n,lɛ́ŋgɛ́n,12
lɛ́ŋgɛ́nâ,lɛ́ŋgɛ́n,12
lɛ́ngɛ́n,lɛ́ŋgɛ́n,12
lɛ́ŋgɛ̀ň,lɛ́ŋgɛ́n,12
lɛ́ŋgɜ́lí,lɛ́ŋgɜ́lí,3
lɛ́ŋgɛ́lí,lɛ́ŋgɜ́lí,3
lɛ́ŋgálí,lɛ́ŋgɜ́lí,3
lɛ́ŋgálír,lɛ́ŋgɜ́líŕ,1
lɛ́ɲ,lɛ́ɲ,2
lɛ̌ɲ,lɛ́ɲ,2
lɛ́ɲɛ̀,lɛ́ɲɛ́,2
lɛ́ɲɛ́,lɛ́ɲɛ́,2
lɛ̂,lɛ̂,1
lɛ̌lívə́lɛ̂ðárlô,lɛ̌lívə́lɛ̂ðárlô,1
lɛ̀dì,lɜ̀dì,1
làdɔ̀ŋnɔ́,lɜ̀dìŋnú,1
lɛ̀dí,lɜ̀dí,1
làrdɜ̀dì,lɜ̀dɜ̀dì,2
lɛ̀dɜ̀dì,lɜ̀dɜ̀dì,2
lɜ̀llívlðɛ̌rlú,lɜ̀llívlðɛ̌rlú,1
lɜ̀llívə́lɛ̂ðɛ̌rlù,lɜ̀llívə́lɛ̂ðɛ̌rlù,1
lɜ̀llívə́lɛ̂ðɛ̌rlú,lɜ̀llívə́lɛ̂ðɛ̌rlú,1
làndì,lɜ̀ndì,1
ládɔ̀ŋnɔ́,lɜ́dìŋnú,1
lɜ́lívə́lɛ̂ðárlô,lɜ́lívə́lɛ̂ðárlô,1
lɜ́lívə́lɛ̂ðɔ́rlɔ́,lɜ́lívə́lɛ̂ðɔ́rlɔ́,1
lǎndì,lɜ́ndì,4
lándì,lɜ́ndì,4
lɜ́ndì,lɜ́ndì,4
lándě,lɜ́ndì,4
lâðə̀ŋnɔ́l,lɜ́ðɜ̀ŋìnɔ́l,1
lɜ̌lérvə́lɛ̂ðárlô,lɜ̌lérvə́lɛ̂ðárlô,1
lɜ̌lévə́lɛ̂ðárlô,lɜ̌lévə́lɛ̂ðárlô,1
lɜ̌lívə́lɛ̂ðárlô,lɜ̌lívə́lɛ̂ðárlô,1
lʊ̀cɔ̀,lʊ̀cɔ̀,1
lʊ̀dó,lʊ̀dó,1
lʊ̀tʊ̌,lʊ̀tú,6
lʊ̀tʊ̀,lʊ̀tú,6
lʊ̀tù,lʊ̀tú,6
lʊ̀tú,lʊ̀tú,6
lʊ̀tʊ́,lʊ̀tú,6
lʊ̀tʊ̂ʊ́,lʊ̀tú,6
lʊ́dʊ̀,lʊ́dó,2
ldó,lʊ́dó,2
lʊ́mbɛ́,lʊ́mbɛ́,2
lʊ́mbɛ̀,lʊ́mbɛ́,2
lʊ́bʊ̀,lʊ́tú,2
ltʊ́,lʊ́tú,2
lná,ĺná,2
ĺnà,ĺná,2
mə̀nà,màná,1
màɽù,mànú,2
nànù,mànú,2
mnà,mánà,3
márà,mánà,3
ɛmnà,mánà,3
tánì,mánì,1
mánú,mánú,1
màðìnù,mát̪ìnɔ̀,1
mŋ̀ðií,mìðìjɔ́,1
mìɲàt̪á,mìɲàt̪á,1
mìɲá,mìɲá,1
mìɲɔ̀,mìɲɔ́,1
míɲà,míɲà,1
míɲàt̪ɛ̀,míɲàt̪ɛ̀,2
ḿɲât̪ɛ̀,míɲàt̪ɛ̀,2
ɾíɲá,míɲá,1
míɲát̪ɔ́,míɲát̪ɔ́,2
mə́ɲát̪ɔ́,míɲát̪ɔ́,2
míɲɔ́,míɲɔ́,1
múðɔ̌,muðɔ,1
mùt̪ùnɔ́,mùt̪ìnɔ́,2
mùt̪ə̀nɔ́,mùt̪ìnɔ́,2
mùt̪ɔ̀,mùt̪ɔ́,3
̀mùt̪ɔ̀,mùt̪ɔ́,3
mùt̪ɔ́,mùt̪ɔ́,3
mùðú,mùðù,5
mùðɔ̀,mùðù,5
mùðù,mùðù,5
mɔ̀lɔ̀,mùðù,5
mùðǔ,mùðù,5
mút̪ə́nɔ́,mút̪ínɔ́,2
mút̪ə́nɔ̂,mút̪ínɔ́,2
mút̪ɔ́,mút̪ɔ́,1
múðù,múðù,2
múðɔ̀,múðù,2
mɔ̀rðɔ́,mɛ̀rðɔ́,1
mɛ̀ðá,mɛ̀ðá,1
àmə̀ɾðà,mɛ̀ɾðá,1
mɛ́rðàðìt̪ɛ̀,mɛ́rðàt̪ìt̪ɛ̀,1
mɛ́rðàðɔ̀,mɛ́rðàt̪ɔ́,1
ámə̀rðàðɛ̀,mɛ́rðàt̪ɛ̀,3
mɛ́rðàðè,mɛ́rðàt̪ɛ̀,3
mɛ́rðàðɛ̀,mɛ́rðàt̪ɛ̀,3
mɛ́rðàðìnt̪ɛ̀,mɛ́rðìðìt̪ɛ̀,1
mɛ́ðát̪á,mɛ́ðàt̪á,1
ŋmɛ́ðát̪ɛ̀,mɛ́ðàt̪ɛ̀,1
mɛ́ðát̪ɔ́,mɛ́ðát̪ɔ́,1
mɛ́ðàðì,mɛ́ðìðì,1
mɜ́ðínò,mɛ́ðínɔ́,1
mɜ́ðɔ́,mɛ́ðɔ́,3
mɛ́ðɔ́,mɛ́ðɔ́,3
méðɔ́,mɛ́ðɔ́,3
mòvé,m̀ɔ́,1
mɔ̀,ḿɔ́,1
mɛ̀,ḿɛ̀,1
và,nà,3
à,nà,3
nà,nà,3
nàvə́lɛ̀ðɛ̀,nà_və́lɛ̀ðɛ̀,2
nàvə́lɛ̂ðɛ̀,nà_və́lɛ̀ðɛ̀,2
nd̪àbògɛ̀,nàbòt̪ɛ̀,1
nàprì,nàbr̀ì,1
nàdám,nàdám,1
nàdámà,nàdámá,2
nàdámá,nàdámá,2
nàì,nàì,1
nàjèné,nàjèné,2
nàjènɛ̀,nàjèné,2
nàjɛ́n,nàjén,2
nàjén,nàjén,2
nàjì,nàjì,1
nàjínò,nàjìnɔ̀,2
nàjínɔ̀,nàjìnɔ̀,2
nàl,nàl,1
àlvɜ́ɽì,nàl_vɜ́ɽì,1
nàlbàcʊ́mɛ́,nàlbàcʊ́mɛ́,1
nàlbàcʊ̂m,nàlbàcʊ̂m,1
nàlbríð,nàlbríð,1
nàlcʊ̀mú,nàlcʊ̀mú,1
nàlkárò,nàlkârɔ̀,1
nàlmúndù,nàlmúndù,1
nàlmúnd̪ɔ̀,nàlmúnd̪ɔ̀,1
nàlgàlgàrájɛ̀,nàlðàlgarájɛ́,3
nàlðàlgàrájɛ̀,nàlðàlgarájɛ́,3
nàlðàlgàrájɛ́,nàlðàlgarájɛ́,3
nàré,nàré,2
nàrè,nàré,2
nàtùɟáj,nàt̪ùɟáì,2
nàt̪ùɟáì,nàt̪ùɟáì,2
nàt̪ùɟájɛ́,nàt̪ùɟájɛ́,2
nàt̪ùɟájɛ̀,nàt̪ùɟájɛ́,2
nàúr,nàúr,1
nàùɾɛ̀,nàúɾɛ́,2
nàúɾɛ́,nàúɾɛ́,2
nàvlà,nàvlà,2
nàvlá,nàvlà,2
navda,nàvt̪à,1
nɛ̀və̀là,nàvə̀là,1
nàvɟìgɛ̀,nàvɟìgɛ́,3
nàvɟìgɛ́,nàvɟìgɛ́,3
nàvɟɛ́gɛ́,nàvɟìgɛ́,3
nàðàlgàráì,nàðàlgàrâj,2
nàðàlàgàráì,nàðàlgàrâj,2
ánàŋá,nàŋà,3
ànàŋà,nàŋà,3
ànàŋá,nàŋà,3
nàŋná,nàŋná,1
nànò,nàŋnò,3
nàŋnɔ̀,nàŋnò,3
nàŋnò,nàŋnò,3
nàɽàŋgár,nàɽàŋgár,2
nàɽàŋgàr,nàɽàŋgár,2
nàmɽárɛ̀,nàɽátɛ́,1
nàɽìðɔ́,nàɽìðú,1
nànó,nàɽó,1
nàɾó,nàɾɔ́,2
nàɾɔ́,nàɾɔ́,2
ná,ná,4
ɛ́ná,ná,4
náŋ,ná,4
nàú,ná,4
nájɛ̀,ná_jɛ̀,1
návə̀lɛ̀ðɔ́,ná_və̀lɛ̀ðɔ́,2
návə̀lɛ̀ðó,ná_və̀lɛ̀ðɔ́,2
návə́lɛ̀ðà,ná_və́lɛ̀ðà,2
nàvə́lɛ̀ðà,ná_və́lɛ̀ðà,2
náðúɽà,ná_ðúɽà,1
náŋácì,ná_ŋácì,1
nd̪abogɛ,nábòt̪ɛ̀,1
nácám,nácám,1
nádàm,nádám,1
nájínò,nájìnɔ̀,1
nál,nál,1
núltúmtánì,nál_mánì,1
nálə̀ŋó,nálèŋɔ́,3
nálə̀ŋɔ́,nálèŋɔ́,3
nálə́ŋɔ́,nálèŋɔ́,3
nálə̀ŋɔ́ŋ,nálèŋɔ́ŋ,1
nált̪òlè,nálól,1
nálpúɾɔ́,nálpúɾɔ́,1
nálpʊ́ɾɔ̂,nálpʊ́ɾɔ́,2
nálpʊ́ɾɔ́,nálpʊ́ɾɔ́,2
nálɛ̀,nálɛ́,2
nálɛ́,nálɛ́,2
nálí,náĺ,1
námál,námál,4
nàmàð,námál,4
námàl,námál,4
nàmáð,námál,4
námálà,námálá,2
námálá,námálá,2
námɔ̀ðɛ̀ɛ̀nɔ́nú,námɔ̀nɛ̀t̪ìnɔ́ŋú,1
náré,náré,1
nárt̪íŋí,nárŋ̀íŋí,1
nátɛ́r,nátɛ́,3
nátɛ́,nátɛ́,3
nŋátɛ́,nátɛ́,3
náɲá,nát̪á,1
návlà,návlà,1
kə́ðàlgàráj,náðàlgàrâj,1
ànáŋá,náŋà,3
náŋà,náŋà,3
ànáŋà,náŋà,3
náŋìðɛ̀ɲɛ̀cì,náŋìjɛ̀cì,1
náŋîðɛ̀ŋɛ̀cí,náŋìjɛ̀cí,1
náŋîjɛ̌,náŋìt̪ɛ̀,1
nɔ́ŋú,náŋú,1
áŋɔ́ŋní,náŋúŋnɛ́,2
láŋɔ̀ŋnɛ̌,náŋúŋnɛ́,2
náɾùwè,náɾàt̪ɛ̀,1
nárlɛ̀ŋì,náɾl̀ɛ́ŋì,1
nǎ,nâ,1
nǎj,nâj,3
nàj,nâj,3
nâj,nâj,3
nâl,nâl,1
ndráðɛ́,ndráðɛ́,3
ndoàðáðɛ́,ndráðɛ́,3
ǹdráðɛ̀,ndráðɛ́,3
ndrèɟɛ̀n,ndrɛ̀ð,3
ndrɛ̀ð,ndrɛ̀ð,3
ndrèɟɛ̌n,ndrɛ̀ð,3
ndrě,ndrɛ̂ð,1
ndŕdɔ́,ndŕdɔ́,1
ǹdɾɛ́ð,ndɾɛ̀ð,2
ǹdɾɛ̀ð,ndɾɛ̀ð,2
nd̪ɔ̀bà,nd̪ɔ̀bà,16
ńdòbà,nd̪ɔ̀bà,16
ndòbà,nd̪ɔ̀bà,16
ndɔ̀bà,nd̪ɔ̀bà,16
ndòbǎ,nd̪ɔ̀bà,16
nd̪ɔ̀bɔ̀,nd̪ɔ̀bà,16
ǹd̪òbà,nd̪ɔ̀bà,16
ǹd̪òbá,nd̪ɔ̀bà,16
nd̪òbǎ,nd̪ɔ̀bà,16
nd̪òbà,nd̪ɔ̀bà,16
nd̪òbáŋ,nd̪ɔ̀bà,16
nd̪ɔ̀bá,nd̪ɔ̀bà,16
nd̪ɔ̀bǎ,nd̪ɔ̀bà,16
ɔ́rnd̪ɔ̀bà,nd̪ɔ̀bà,16
ǹdɔ̀bà,nd̪ɔ̀bà,16
ŋ̀d̪òbá,nd̪ɔ̀bà,16
ŋdɔ̀bɔ̀gɛ̀,nd̪ɔ̀bàgɛ̀,18
nd̪ɔ̀bàgɛ̀,nd̪ɔ̀bàgɛ̀,18
nd̪ɔ̀bàgɛ̌,nd̪ɔ̀bàgɛ̀,18
ndɔ̀bàgɛ̀,nd̪ɔ̀bàgɛ̀,18
ndɔ̀bɔ̀gɛ̀,nd̪ɔ̀bàgɛ̀,18
ǹdòbàgɛ̀,nd̪ɔ̀bàgɛ̀,18
ndòbàgɛ̀,nd̪ɔ̀bàgɛ̀,18
ńd̪ɔ̀bàgɛ̀,nd̪ɔ̀bàgɛ̀,18
ndòbagě,nd̪ɔ̀bàgɛ̀,18
undɔ̀bàgɛ̀,nd̪ɔ̀bàgɛ̀,18
ǹdɔ̀bàgɛ̀,nd̪ɔ̀bàgɛ̀,18
ǹdàbàgɛ̀,nd̪ɔ̀bàgɛ̀,18
ndɔ̀bàgɛ̌,nd̪ɔ̀bàgɛ̀,18
nd̪òbàgɛ̀,nd̪ɔ̀bàgɛ̀,18
nd̪ɔ̀bagɛ̀,nd̪ɔ̀bàgɛ̀,18
nd̪ɔ̀bàgɛ́,nd̪ɔ̀bàgɛ̀,18
nd̪àbɔ̀gɛ̀,nd̪ɔ̀bàgɛ̀,18
ǹdòbàgè,nd̪ɔ̀bàgɛ̀,18
nd̪ɔbà,nd̪ɔ́bà,4
ndɔba,nd̪ɔ́bà,4
ndɔbeg,nd̪ɔ́bà,4
undɔbajɛ,nd̪ɔ́bà,4
nd̪obagɛ,nd̪ɔ́bàgɛ̀,2
ndɔbɔ̀g,nd̪ɔ́bàgɛ̀,2
nìɲávə́lɛ̀ðɛ̀,néɲá_və́lɛ̀ðɛ̀,1
níɲárɛ́,néɲár,1
nìɲàvə̀lɛ̀ðà,néɲâ_və̀lɛ̀ðà,1
nìɲàvə̀lɛ̀ðɛ̀,néɲâ_və̀lɛ̀ðɛ̀,1
nìcə̀rðú,nìbìðú,1
nìcò,nìcò,1
nìcɔ́lɔ̀,nìcɔ́lɔ̀,2
nìcɔ́lɔ̌,nìcɔ́lɔ̀,2
nìcə̀lò,nìcə̀lò,5
nìclò,nìcə̀lò,5
nìcìlò,nìcə̀lò,5
nèclò,nìcə̀lò,5
nə̀cə̀lò,nìcə̀lò,5
nìjɔ̀,nìjɔ̀,1
nìjɔ̌,nìjɔ́,3
nìjɔ̂,nìjɔ́,3
nijɔ̂,nìjɔ́,3
nìlí,nìlí,1
nìlɛ́ð,nìlɛ́ð,1
nìnd̪ɔ̀,nìnɔ́,1
nìrí,nìrí,1
nìt̪ìlɔ́,nìt̪ìlɔ́,1
nìt̪lɔ́,nìt̪ə̀lɔ́,3
nìt̪ə̀lɔ́,nìt̪ə̀lɔ́,3
nìt̪ə̀lɔ̀,nìt̪ə̀lɔ́,3
nìðìnɔ́ŋù,nìðìnɔ́ŋú,1
ní,ní,6
nì,ní,6
nî,ní,6
ń,ní,6
ni,ní,6
́nì,ní,6
ɜ̀níŋí,níbí,1
ńdràló,nídáló,1
ndúŋ,nídúŋ,1
nídúɛ̀t̪ɛ̀,nídɛ̀t̪ɛ̀,1
nàíjǎ,níjà,1
àníŋì,níjì,1
níjɔ̀,níjɔ̀,2
àníjò,níjɔ̀,2
nínà,nínà,1
nírɛ̀mnɛ̀t̪ɛ̀,nínɛ̀t̪ɛ̀,2
nìrɛ́mnɛ̀t̪à,nínɛ̀t̪ɛ̀,2
nírí,nírí,2
nárǐ,nírí,2
nít̪ìɾɔ́,nít̪ìnɔ́,1
nít̪ɔ́,nít̪ɔ́,1
nít̪lɔ̀,nít̪ə̀lɔ́,2
nít̪lɔ̌,nít̪ə̀lɔ́,2
ɔ́níðú,níðú,2
níðú,níðú,2
níŋí,níŋjú,1
nd̪ɾì,níɾí,4
níɾí,níɾí,4
ɛ̀níŋí,níɾí,4
níɾì,níɾí,4
nòlò,nòló,2
nòló,nòló,2
nòmì,nòmì,2
nɔ̀mì,nòmì,2
nònì,nònì,3
nʊ̀nì,nònì,3
nùnì,nònì,3
nónì,nónì,1
nùjɛ́l,nùjɛ̀l,4
nùjɛ̀l,nùjɛ̀l,4
nùjɛ́lɛ̀,nùjɛ̀l,4
nùjɛ́lɛ́,nùjɛ̀l,4
nòn,nùn,4
nùn,nùn,4
ndɔ̀n,nùn,4
nɔ̀n,nùn,4
nûltúm,nùt̪úŋ,1
nùðɛ̀,nùðɛ̀,3
nòðɛ̀,nùðɛ̀,3
nùðɛ́,nùðɛ̀,3
ànùŋùl,nùŋd̪úl,1
nújɛ́lɛ̀,nújɛ̀l,1
nɔ́m,númɔ́,1
núnɛ́,núnɛ́,1
nùr,núr,3
núr,núr,3
búr,núr,3
núŋú,núrú,1
nɔ́lúŋú,núrúŋú,1
ínúbǎ,nút̪à,2
ínúbá,nút̪à,2
nɔ́luŋú,nút̪úŋú,1
nûltùmtánì,nûltùmtánì,1
nôn,nûn,2
nûl,nûn,2
nǔr,nǔr,1
nɔ̀ɲù,nɔ̀dɔ̀,1
nɔ̀lá,nɔ̀là,1
nɔ̀mnâ,nɔ̀mná,2
nɔ̀mná,nɔ̀mná,2
nɔ̀mnɛ́,nɔ̀mnɛ́,2
nɔ̀mnɛ̀ð,nɔ̀mnɛ́,2
énɔ̀ná,nɔ̀ná,4
nɔ̀nǎ,nɔ̀ná,4
nɔ̀nà,nɔ̀ná,4
nɔ̀ná,nɔ̀ná,4
nɔ̀nɔ̀,nɔ̀nɔ́,3
énɔ̀nɔ́,nɔ̀nɔ́,3
nɔ̀nɔ́,nɔ̀nɔ́,3
nɔ̀rnɔ́,nɔ̀rǹɔ́,1
nɔ̀ðɜ̀ŋnánó,nɔ̀ðáŋánɛ́,1
ɔ̀ðɛ̀ŋìnà,nɔ̀ðɛ̀ŋìnà,2
nɔ̀ðɛ̀ŋìnà,nɔ̀ðɛ̀ŋìnà,2
nɔ̀ŋnɔ̀,nɔ̀ŋnɔ̀,2
nɔ̀ŋnɔ̌,nɔ̀ŋnɔ̀,2
nɔ̀rɛ́,nɔ̀ɾɛ̀,1
ndɔ́ŋ,nɔ́dɔ́ŋ,2
ndòŋ,nɔ́dɔ́ŋ,2
ànɔ́ndè,nɔ́dɛ̀,1
nɔ̂lu,nɔ́là,3
nɔ́l,nɔ́là,3
nɔ̂l,nɔ́là,3
nɔ́nà,nɔ́nà,2
nɔ̂nà,nɔ́nà,2
nɔ́ntɔt̪a,nɔ́nɔ̀t̪á,1
nɔ́nɔ́,nɔ́nɔ́,4
nónô,nɔ́nɔ́,4
nónó,nɔ́nɔ́,4
nɔ́nɔ̀,nɔ́nɔ́,4
énônɛ̀,nɔ́nɛ̀,4
nònè,nɔ́nɛ̀,4
nɔ́nɛ̀,nɔ́nɛ̀,4
nónè,nɔ́nɛ̀,4
ŋɔ́ðɔ́únɛ́rɛ̀,nɔ́ðɔ́ŋúnɛ́,1
nɔ́kɛ̀n,nɔ́ðɛ̀,2
nɔ́kèn,nɔ́ðɛ̀,2
ŋɔ́ðə̀ŋìnà,nɔ́ðɛ̀ŋìnà,1
nɔ́ŋnɔ̀,nɔ́ŋnɔ̀,1
nɔ́ĺŋú,nɔ́ɾŋú,2
nɔ́lŋɔ́,nɔ́ɾŋú,2
nɔ̂n,nɔ̂n,4
ndɔ̌n,nɔ̂n,4
nɔ́kɛ̌n,nɔ̂n,4
nɔ̌n,nɔ̂n,4
nàmìðí,nə̀mìðì,1
nɛ̀gɛ̀ðɔ̂ĺ,nə̀mɛ̀ðɔ́l,2
nɛ̀gɛ̀ðɔ́l,nə̀mɛ̀ðɔ́l,2
nɛ̀nìɲɔ́,nə̀nìt̪ɔ́,1
nə̀nɔ̀nɔ́,nə̀nɔ̀nɔ́,1
nɛ̀nɔ́nɔ̀l,nə̀nɔ̀nɔ́l,1
nɛ̀nɔ́nɛ̀,nə̀nɔ̀nɛ̀,1
nànòǒ,nə̀ǹɔ́,1
nə̀pɔ́,nə̀pɔ́,1
nə̀pɔ́l,nə̀pɔ́l,1
nə̀rə́ŋì,nə̀rùŋì,1
nə̀rə́ŋɔ̀,nə̀rùŋɔ̀,1
nàrɛmnà,nə̀r̀nà,1
unɛ̀rɛ̀,nə̀r̀ɛ̀,1
nèvə́lɛ̀ðà,nə̀və̀lɛ̀ðà,2
nɛ̀və́lɛ̀ðà,nə̀və̀lɛ̀ðà,2
nə̀və̀lɛ̀ðɔ́,nə̀və̀lɛ̀ðɔ́,1
nɛ̀və́lɛ̀ðɛ̀,nə̀və̀lɛ̀ðɛ̀,1
nɛ̀ŋná,nə̀ŋná,3
nə̀ŋná,nə̀ŋná,3
nə̀ŋnà,nə̀ŋná,3
nìcə̀rðù,nə̀ɟìrðɔ̀,1
nɛ̀ɽà,nə̀ɽà,2
nə̀bɽá,nə̀ɽà,2
níŋ,nə́jɔ́ŋ,1
nnɔ́,nə́ǹɔ́,1
nə́rt̪á,nə́ràt̪à,1
nŕdɔ́,nə́r̀dɔ́,2
nə́rdɔ́,nə́r̀dɔ́,2
ńt̪ìmìŋì,nə́t̪ìðíŋì,2
ńt̪ìmíŋì,nə́t̪ìðíŋì,2
ávə̀lɛ̀ðɛ́ŋì,nə́və̀lɛ̀ðɛ́ŋì,1
nðùɽì,nə́ðùɽì,2
núgûɽì,nə́ðùɽì,2
nɛ́ŋə̀ná,nə́ŋná,1
nɛ̀,nɛ̀,6
n,nɛ̀,6
nɛ,nɛ̀,6
ǹ,nɛ̀,6
nə̀,nɛ̀,6
nè,nɛ̀,6
nɛ̀ŋíjɛ̌,nɛ̀_íjɛ̀,1
nɛ̀ŋtóðì,nɛ̀_túðì,1
nɛ̀bɛ̀,nɛ̀bɛ̀,1
nɛ̀vlà,nɛ̀là,3
nɛ̀là,nɛ̀là,3
nɛ̀v̀là,nɛ̀là,3
nɛ̀làɽà,nɛ̀làɽà,1
nɛ̀lɛ̀,nɛ̀lɛ̀,1
nɛ̀mbré,nɛ̀mbré,1
nɛ̀ðá,nɛ̀ðá,1
nɛ̀ɲù,nɛ̀ðɔ́,2
nɛ̀ðɔ̀,nɛ̀ðɔ́,2
nɛ́,nɛ́,4
nɛ̂ɛ́,nɛ́,4
né,nɛ́,4
̀nɛ́,nɛ́,4
nɛ̀ŋtóðà,nɛ́_túðà,1
nɛ́lé,nɛ́lé,1
nɛ́léɲé,nɛ́léɲé,2
nɛ́léɲɛ́,nɛ́léɲé,2
nɛ́lê,nɛ́lê,1
nɛ́ðà,nɛ́ðà,1
nɛ́ðɔ́,nɛ́ðɔ́,1
nɛ́ɾâ,nɛ́ɾá,2
nɛ́ɾá,nɛ́ɾá,2
nɛ́ɾɛ́gɛ̀,nɛ́ɾɛ́,6
nɛ́ɾɛ́,nɛ́ɾɛ́,6
̀nɛ̀ɾɛ̀,nɛ́ɾɛ́,6
nɛ́rɛ́,nɛ́ɾɛ́,6
nerɛ́,nɛ́ɾɛ́,6
nɛ́ɾɛ̀,nɛ́ɾɛ́,6
nê,nɛ̂,2
ně,nɛ̂,2
nànʊ̀,nɜ̀nì,2
nɛ̀nì,nɜ̀nì,2
nɜ̀ðú,nɜ̀ðú,2
nɛ̀ɲú,nɜ̀ðú,2
nádìðí,nɜ́dìðì,1
nánʊ̀,nɜ́nì,1
nɜ́rú,nɜ́rú,3
nárò,nɜ́rú,3
nárú,nɜ́rú,3
nɜ́rʊ́,nɜ́rʊ́,1
náðɜ̀ŋnɔ́,nɜ́ðɜ̀ŋìnɔ́,1
nɜ́ɾú,nɜ́ɾú,1
nʊ̀mì,nʊ̀mì,1
nʊ̀mí,nʊ̀mí,1
nʊ̀mɔ́,nʊ̀mɔ́,2
nʊ̀mɔ̂,nʊ̀mɔ́,2
ndǎ,ǹdá,1
ǹdrâð,ǹdrâð,1
ǹdrí,ǹdrí,2
ǹdrì,ǹdrí,2
ngá,ńá,1
ndà,ńdà,1
ndɾìǐ,ńdì,1
ndó,ńdó,2
ndú,ńdó,2
ndràð,ńdrâð,1
ndrí,ńdrí,3
nâdrí,ńdrí,3
ə̀ndrí,ńdrí,3
nó,ńɔ́,5
nɔ́,ńɔ́,5
nú,ńɔ́,5
nò,ńɔ́,5
̀nɔ́,ńɔ́,5
nɔ́ŋ́,ńɔ́ŕ,1
òlá,òlá,2
cìlá,òlá,2
òlò,òló,3
òló,òló,3
wàlʊ́,òló,3
òmì,òmì,2
ɔ̀mì,òmì,2
ùnì,ònì,4
ɔ̀nì,ònì,4
ònì,ònì,4
ʊ̀nì,ònì,4
òɽùwɛ́l,òɽùwɛ́l,2
òɽwɛ́l,òɽùwɛ́l,2
òɽùwɛ́lɛ́,òɽùwɛ́lɛ́,3
òɽùwɛ́lɛ,òɽùwɛ́lɛ́,3
òɽùwɛ́lɛ̀,òɽùwɛ́lɛ́,3
ɔ̀ɾà,òɾà,6
òɾà,òɾà,6
ɔ̀rà,òɾà,6
òɾá,òɾà,6
òrà,òɾà,6
ɔ̀ɾá,òɾà,6
óŋòr,óló,7
ló,óló,7
wálʊ́,óló,7
cíló,óló,7
lò,óló,7
cló,óló,7
óŋǒr,óló,7
ɔ́nì,ónì,4
ʊ́nì,ónì,4
únì,ónì,4
ɔ́ní,ónì,4
ɔ́rá,órá,3
órá,órá,3
ɔ́rà,órá,3
ɔ́rɛ́,órɛ́,4
órɛ̀,órɛ́,4
òrɛ̀,órɛ́,4
órɛ́,órɛ́,4
ówà,ówà,2
t̪ówà,ówà,2
ŋóɽùwɛ́l,óɽùwɛ́l,1
ɔ́ɾà,óɾà,4
óɾá,óɾà,4
ɔɾa,óɾà,4
́óɾá,óɾà,4
óɾó,óɾó,1
óɾɛ́,óɾɛ́,2
óɾɛ̀,óɾɛ́,2
pìnɔ́,pìnɔ́,1
kìɽɔ́,pìɽɔ́,1
pínɔ́,pínɔ́,2
pínɔ̂,pínɔ́,2
ɜító,pít̪ɔ́,1
pɔ̀,pɔ̀,3
pɔ̀n,pɔ̀,3
pò,pɔ̀,3
cɔ́,pɔ́,4
ŋɔ́,pɔ́,4
pɔ́,pɔ́,4
dɔ́,pɔ́,4
púrɔ́,pɔ́ŕ,1
pɔ̂,pɔ̂,1
ɛ̀,pɛ̀,4
pɛ̀,pɛ̀,4
wɛ̀,pɛ̀,4
sɛ̀,pɛ̀,4
bɛ́tɛ̀ń,pɛ́t̪ɛ̀ŕ,1
ráò,rà,2
rà,rà,2
ràvə́lɛ̀ðɛ̀,rà_və́lɛ̀ðɛ̀,1
àjóŋərɛ̀,ràjúŋrɛ́,1
r̀ló,ràló,3
r̀lò,ràló,3
àràló,ràló,3
ràmàɲà,ràmàcà,1
rʊ̀pá,ràpà,1
r,rá,4
ráǒ,rá,4
rá,rá,4
rǎ,rá,4
òrátàɽɛ́n,rá_àɽó,1
ramnà,rá_ńà,1
rávə̀lɛ̀ðɔ́,rá_və̀lɛ̀ðɔ́,2
rávə̀lɛ̀ðó,rá_və̀lɛ̀ðɔ́,2
rávə́lɛ̀ðà,rá_və́lɛ̀ðà,1
ráó,ráĺ,1
rámnɛ̀t̪ɛ̀,rámɔ̀nɛ̀t̪ɛ̀,1
râré,rárɛ́,1
ɔ̀ràt̪ɛ̀,rát̪ɛ̀,1
rámâɲà,ráwáɲà,1
áŋíŋídeɛ́,ráŋíŋírɛ́,1
rábà,ráɽà,1
râj,râj,1
ŕ,ré,3
rè,ré,3
ré,ré,3
rìcɔ̀,rìcò,2
r̀cò,rìcò,2
rə̀clò,rìcə̀lò,4
rìcə̀lò,rìcə̀lò,4
rə̀cə̀lò,rìcə̀lò,4
rèclò,rìcə̀lò,4
lìjí,rìjí,1
