index,word,token_count,lemma,phrase_count
3527,lábràt̪ɔ́,1,abr-at̪,1
3528,t̪úrì,5,ur,5
3529,ŋàmìɲí,6,amiɲ,5
3530,ŋámìɲí,4,amiɲ,4
3531,ŋárŋàcà,1,arŋ-ac,1
3532,t̪ə̀ɽìɲɔ́,3,ɽiɲ,3
3533,nàvt̪à,1,avt̪,1
3534,ŋúmɔ́,6,um,4
3535,ŋɜ́dɛ̀cí,1,ɜd-ɛc,1
3536,káǹíŋâiɲɔ́,1,káǹíŋâiɲɔ́,1
3537,ŋámíɲ́ɛŋnɔ̀rnɔ̀,1,ŋámíɲ́ɛŋnɔ̀rnɔ̀,1
3538,ŋàðrɛ̀ḿnɔ́mnà,1,ŋàðrɛ̀ḿnɔ́mnà,1
3539,ðáĺ,2,ŋgá,2
3540,nə̀r̀nà,1,rn,1
3541,kɔ́nt̪ɔ̀,1,ant̪,1
3542,dɔ́ŋðɔ̀t̪à,1,dɔŋð-ɔt̪,1
3543,áɽà,77,aɽ,38
3544,láɾl̀ɔ́,1,aɾl,1
3545,lə́vàrú,5,var,4
3546,lábrìðà,1,abr-ið,1
3547,lábràt̪à,1,abr-at̪,1
3548,lə̀və̀lɛ̀ðìnɔ́,1,vəlɛð-in,1
3549,kə̀və̀lɛ̀ðáɲá,4,vəlɛð,2
3550,lə̀və̀lɛ̀ðɛ́ŋì,2,vəlɛð,1
3551,kə̀və̀lɛ̀ðátɛ́,9,vəlɛð,3
3552,kə̀və̀lɛ̀ðátɛ́ŕ,3,vəlɛð,1
3553,làɾàt̪ɔ́,1,aɾ-at̪,1
3554,láɾìðó,2,aɾ-ið,1
3555,kə̀və̀lɛ̀ðɜ́llíŕ,3,vəlɛð,2
3556,kə̀və̀lɛ̀ðɜ́l,7,vəlɛð,4
3557,ɲə́və̀lɛ̀ðɛ́ŋì,3,vəlɛð,1
3558,rɔ́ðà,3,ɔð,3
3559,ráɽà,1,aɽ,1
3560,lídú,1,id,1
3561,láɽàt̪ìðà,1,aɽ-at̪-ið,1
3562,lɔ́ɽɔ̀t̪ìðó,1,ɔɽ-ɔt̪-ið,1
3563,r̀nɔ́,40,rn,14
3564,lə́ɽòt̪à,1,ɽot̪,1
3565,láɾt̪ìŋnú,1,aɾt̪-in,1
3566,ít̪ɔ̀t̪ɔ̀,8,eit̪-ɛt̪,3
3567,kávə̀làt̪à,1,avəl-at̪,1
3568,kàblàt̪ó,1,kablat̪,1
3569,ŋàlàt̪ɔ́,1,ŋal-at̪,1
3570,rùðɔ́,1,ruð,1
3571,làbrìðó,1,abr-ið,1
3572,ðàŋìnɔ̀,1,aŋ-in,1
3573,kɔ́ðáŋà,2,ɔð,2
3574,ŋɔ̀n,85,lɔ̀n,45
3575,lə̀və̀lɛ̀ðéɲárɛ́,3,vəlɛð,1
3576,lə̀və̀lɛ̀ðáŋà,3,vəlɛð,1
3577,láŋâl,2,ŋgá,1
3578,ŋálà,1,ŋal,1
3579,lə̀və̀lɛ̀ðɜ́llíŕ,4,vəlɛð,1
3580,lə̀və̀lɛ̀ðáɲàl,4,vəlɛð,2
3581,ɲə̀və̀lɛ̀ðátɛ́,3,vəlɛð,1
3582,ɲə́və̀lɛ̀ðéɲárɛ́,4,vəlɛð,1
3583,ùrnɛ̀ŋgɛ́j,5,ùrnɛ̀ŋg,2
3584,léɲâ,3,ŋgá,1
3585,kɔ́ɽɔ̀t̪ɔ́,3,ɔɽ-ɔt̪,1
3586,mánú,1,man,1
3587,ŋáló,7,ŋgá,4
3588,láŋàt̪ɔ́,3,aŋ-at̪,1
3589,lɔ́bə̀ðà,1,ɔbəð,1
3590,ɔ́bə̀ðà,3,ɔbəð,2
3591,nə́jɔ́ŋ,1,j,1
3592,kə́mùt̪ɔ́,2,mut̪,2
3593,kə́mùt̪ɔ̀,1,mut̪,1
3594,nát̪á,1,n-at̪,1
3595,kə̀mùt̪ɔ́,2,mut̪,2
3596,kə̀mùt̪ɛ̀,9,mut̪,9
3597,lɔ́ɽɔ̀t̪ɔ́,1,ɔɽ-ɔt̪,1
3598,lɔ́ɽàt̪ìðó,1,ɔɽ-at̪-ið,1
3599,kùmɛ̀t̪ìnɛ́ŋì,1,um-ɛt̪-in,1
3600,kùmɔ̀t̪ɛ́ŋí,1,um-ɛt̪,1
3601,ŋùt̪ì,1,ut̪,1
3602,kút̪ì,1,ut̪,1
3603,ŋéɲár,27,ŋgá,11
3604,áɽàŕ,1,aɽ,1
3605,kùmɔ̀t̪ɔ́ŋ,1,um-ɛt̪,1
3606,kə̀mùt̪ɔ̀t̪áŋà,1,mut̪-ɛt̪,1
3607,náŋú,3,aŋ,3
3608,ńɔ́ŕ,1,n,1
3609,núrúŋú,1,ur,1
3610,nút̪úŋú,1,ut̪,1
3611,néɲár,1,ŋgá,1
3612,kə́mùt̪ɛ̀,1,mut̪,1
3613,níŋjú,1,ij,1
3614,kə̀mùt̪ìjí,1,mut̪-ij,1
3615,kə̀və̀lɛ̀ðáŋà,2,vəlɛð,1
3616,ðə̀və̀lɛ̀ðɛ́ŋí,6,vəlɛð,2
3617,kùmɔ̀t̪ɔ́,2,um-ɛt̪,2
3618,làŋɛ̂,6,ŋgá,3
3619,ŋùmɛ̀,4,um,1
3620,ŋàdìjà,3,adij,1
3621,núrú,9,ur,2
3622,ŋárɽàt̪ɛ̀,8,arɽ-at̪,1
3623,kə̀və̀lɛ̀ðɛ́ŋì,3,vəlɛð,1
3624,ŋálìŕ,2,ŋal,2
3625,kàbòt̪ɔ́,1,abot̪,1
3626,t̪íŕ,1,t̪(2),1
3627,úmɛ̀,17,um,9
3628,ŋìcò,4,ico,3
3629,ŋɜ̀ðɜ̀ŋìnɔ́,2,ɜðɜŋin,2
3630,ŋèðìŋnìnú,1,eðin-in,1
3631,nɔ̀ðáŋánɛ́,1,ɔð,1
3632,ðáŋì,4,aŋ,4
3633,ŋɜ̀ðɜ̀ŋìnáló,2,ɜðɜŋin,2
3634,ŋìbì,3,ib,2
3635,ŋèðìniŋ̀ðìnú,1,eðin-ið-in,1
3636,ŋìðìŋnú,4,ið-in,4
3637,ŋɜ̀ðɜ̀ŋiŋ̀nú,2,ɜðɜŋin,2
3638,ŋàlèŋìðìŋnú,1,aleŋ-ið-in,1
3639,kɜ́dáŋà,1,ɜd,1
3640,nɜ́ðɜ̀ŋìnɔ́,1,ɜðɜŋin,1
3641,ŋɜ́ðɜ̀ŋìnɛ̀,5,ɜðɜŋin,5
3642,káɾðáŋá,1,aɾð,1
3643,áŋìðà,8,aŋ-ið,5
3644,ŋə̀ðɛ̀,1,ð,1
3645,éŋɛ̀ɾà,1,ðə̀ŋɛ̀ɾɔ̀,1
3646,ɛ́bɛ̀,1,ɛ̀bɛ̀,1
3647,ŋìðiŋ̀nú,1,ið-in,1
3648,ŋíbɔ̀cɔ̀,1,ib-ɛc,1
3649,ŋɜ́ðɜ̀ŋìnáló,3,ɜðɜŋin,3
3650,ŋɛ̂l,1,ŋgá,1
3651,kə́ðáŋá,1,ð,1
3652,ŋávt̪àt̪ɔ́,2,avt̪-at̪,2
3653,káŋìðáŋá,1,aŋ-ið,1
3654,ŋə́ðìnɛ̀,1,ð-in,1
3655,ðə́ŋɛ̀ɾà,1,ðə̀ŋɛ̀ɾɔ̀,1
3656,ŋáɾðìnáló,1,aɾð-in,1
3657,út̪à,8,ut̪,5
3658,ùt̪ú,6,ut̪,2
3659,lávt̪ɔ́,6,avt̪,3
3660,lɔ́ðɔ́,11,ɔð,4
3661,píɽìnɔ̀,3,piɽ-in,3
3662,íɾdɔ̀cɔ̀,5,iɾdɛc,5
3663,ŋə̀ðìŋnú,1,ð-in,1
3664,námɔ̀nɛ̀t̪ìnɔ́ŋú,1,amɔn-ɛt̪-in,1
3665,t̪údí,9,ud,6
3666,ŋɜ̀ðɜ̀ŋìnɛ̀,1,ɜðɜŋin,1
3667,pìɽìnɔ́,6,piɽ-in,3
3668,lárŋ̀à,3,arŋ,1
3669,t̪áɽáɲá,1,aɽ,1
3670,t̪ɔ́rnìnɔ̀,1,ɔrn-in,1
3671,lɔ́ðà,2,ɔð,2
3672,ðùɽó,8,ðuɽ,4
3673,ɔ́ɽìnɔ̀,1,ɔɽ-in,1
3674,làpìt̪ìnɔ́,2,ap-it̪-in,1
3675,ðìt̪ɔ́,23,ð-it̪,12
3676,lə́ɟìðìnìjì,1,ɟið-in-ij,1
3677,ðàɾìt̪ɔ́,9,aɾ-it̪,9
3678,ðàɾìt̪ɔ́l,3,aɾ-it̪,3
3679,ðù,347,ðù,145
3680,ìdìjí,13,id-ij,8
3681,jɜ̀dìjí,2,ɜd-ij,2
3682,ðíjáló,2,ij,1
3683,ápìðìjì,1,ap-ið-ij,1
3684,lə́ɟìðìðì,2,ɟið-ið,2
3685,ǹɔ́,47,n,22
3686,rù,65,ðù,26
3687,láɽáɲà,1,aɽ,1
3688,ɽàɲìðú,9,ɽaɲið,6
3689,kɛ́ɾà,5,kɛɾ,3
3690,kàɾt̪ìnɔ́,4,aɾt̪-in,4
3691,ŋɜ́dìjì,1,ɜd-ij,1
3692,údíŕ,1,ud,1
3693,kə́kàɾìnɔ́,1,kaɾ-in,1
3694,ðápìjáŋà,1,ap-ij,1
3695,ðî,3,ðî,3
3696,àɾìt̪ɔ́,188,aɾ-it̪,76
3697,út̪ú,51,ut̪,24
3698,káɾt̪ìnɔ̀,3,aɾt̪-in,3
3699,t̪ɔ̀ɽáló,1,ɔɽ,1
3700,kə̀bìɽɔ́gɛ́,3,biɽ,1
3701,lə̀bìɽáló,9,biɽ,2
3702,kúkùŋðɔ́ndà,1,kúkùŋðɔ́ndà,1
3703,ídíjí,8,id-ij,8
3704,ðɔ́ɾt̪ɔ̀,1,aɾt̪,1
3705,ŋɔ́ɽáló,3,ɔɽ,1
3706,kúkùŋɔ̀ŋŋíɲár,1,kúkùŋɔ̀ŋŋíɲár,1
3707,àɾàt̪á,3,aɾ-at̪,2
3708,káŋâl,1,ŋgá,1
3709,éd̪ɛ̀ɾɛ́,14,èd̪ɛ̀ɾɛ́,5
3710,jáŋâ,9,ŋgá,5
3711,ŋídìjí,2,id-ij,2
3712,ídìðìnɛ̀,2,id-ið-in,2
3713,íbíjí,1,ib-ij,1
3714,wa,114,wa,52
3715,kùdìjì,1,ud-ij,1
3716,làɾt̪ìŋjú,2,aɾt̪-ij,1
3717,ápàt̪à,6,ap-at̪,4
3718,t̪íjí,12,t̪(2)-ij,8
3719,údí,13,ud,10
3720,nɜ́dìðì,1,ɜd-ið,1
3721,káɾt̪ìnɔ́,2,aɾt̪-in,2
3722,ŋídìjì,1,id-ij,1
3723,ŋídìðɔ̀,1,id-ið,1
3724,ðát̪ɔ́,26,ð-at̪,12
3725,láɾìt̪ɔ́,3,aɾ-it̪,3
3726,úɽɔ́,1,ùɽɔ́,1
3727,kàðɛ́ŋɛ́nɛ́,3,ðɛ́ŋɛ́n,1
3728,nə̀ɽà,6,ɽa,2
3729,nâj,3,<CL>âj,1
3730,kàŋéɲárɛ́,3,aŋ,1
3731,lə̀d̪ɛ̀ɾɛ́,1,èd̪ɛ̀ɾɛ́,1
3732,làɾìt̪áŋá,5,aɾ-it̪,5
3733,làɾàt̪à,1,aɾ-at̪,1
3734,ŋàŋéɲárɛ́,1,aŋ,1
3735,nə̀r̀ɛ̀,4,r,2
3736,kə̀mɛ̀rðɔ́,2,mɛrð,1
3737,áɾt̪áŋáŋ́ɲár,1,áɾt̪áŋáŋ́ɲár,1
3738,t̪átɛ́,48,ŋgá,20
3739,ðàɾt̪ìŋjú,1,aɾt̪-ij,1
3740,vɛ̀ðɛ̀,2,vɛð,2
3741,láɾìt̪ɔ́l,1,aɾ-it̪,1
3742,làɾìt̪ɔ́l,21,aɾ-it̪,6
3743,ŋàmɔ̀rðápríɲâ,2,ŋàmɔ̀rðápríɲâ,1
3744,ðə̀mɛ̀rðɔ́,12,mɛrð,5
3745,lə̀mɛ̀rðɔ́,4,mɛrð,2
3746,káwŋú,1,aw,1
3747,àɾɔ́ŕ,1,aɾ,1
3748,lə̀mɛ̀rðɔ́l,1,mɛrð,1
3749,t̪ámə́rðààpríɲâ,1,t̪ámə́rðààpríɲâ,1
3750,nə̀və̀lɛ̀ðɔ́,3,vəlɛð,1
3751,ðáŋàlàùnɛ́rɛ̂,1,ðáŋàlàùnɛ́rɛ̂,1
3752,nɔ́ðɔ́ŋúnɛ́,2,ɔð,1
3753,jə́ɽàɲìðú,1,ɽaɲið,1
3754,t̪ə́ɽìɲɔ́lɔ́ŋú,1,ɽiɲ,1
3755,ŋɔ́ðɔ́ŋ,1,ɔð,1
3756,ńá,4,n,1
3757,t̪ə̀ɽìɲɔ́ŋú,1,ɽiɲ,1
3758,mɛ́rðàt̪ɔ́,1,mɛrð-at̪,1
3759,ɾ́làndàt̪ɛ̀,1,ɾland-at̪,1
3760,lə̀cìŋgìlàlì,3,lə̀cìŋgìlàlì,1
3761,mɛ́rðìðìt̪ɛ̀,2,mɛrð-ið-it̪,1
3762,ɲàd̪ùɾɔ̀t̪ɔ́,1,d̪uɾ-ɛt̪,1
3763,nə́ŋná,2,ə̀ŋná,2
3764,ɲàd̪ùɾɔ́,1,d̪uɾ,1
3765,ðávt̪ɔ́ŋðɛ́,6,avt̪,1
3766,lə̀pɛ̀,3,p,2
3767,lə̀pɔ̀,3,p,1
3768,lə̀kɔ̀t̪ìnɛ̀,3,kɔt̪-in,1
3769,ðə́kɔ́t̪ínɔ́,2,kɔt̪-in,1
3770,ðə́kɔ̀t̪ìnɔ̀,3,kɔt̪-in,1
3771,lə̀dɔ̀ŋðìðàt̪à,3,dɔŋð-ið-at̪,1
3772,lə̀ǹɛ̀,3,n,1
3773,jə̀lə̀ŋà,6,ləŋ,2
3774,lə̀ǹà,3,n,1
3775,kájàt̪à,6,aj-at̪,2
3776,ájàt̪à,21,aj-at̪,11
3777,lə̀kɔ̀t̪ìnɔ̀,4,kɔt̪-in,1
3778,ŋút̪ìnɛ̀,3,ut̪-in,1
3779,ðə̀m̀áɲá,4,m,3
3780,ðáɾɔ́,6,aɾ,3
3781,nìnɔ́,9,n-in,7
3782,lə́ɾ̀làndɔ́,3,ɾland,1
3783,ðə́ɾ̀làndɔ́,3,ɾland,1
3784,rùmáɲà,4,um,2
3785,rárɛ́,4,ŋgá,2
3786,ðávt̪ɔ́ðɛ́,9,avt̪,1
3787,náré,3,àré,1
3788,làɾìt̪áŋà,11,aɾ-it̪,3
3789,ɛt̪,28,ɛt̪,12
3790,kícò,4,ico,1
3791,ìcɔ̀,19,ìcɔ̀,9
3792,lʊ̀cɔ̀,5,ŋʊ̀cɔ̀,1
3793,lícò,3,ico,1
3794,lávə̀lìt̪ɔ́,1,avəl-it̪,1
3795,ðə́və̀lɛ̀ðéɲárɛ́,3,vəlɛð,1
3796,ðə́və̀lɛ̀ðáló,4,vəlɛð,1
3797,làɾéɲárɛ́,6,aɾ,2
3798,ɲáŋâ,3,ŋgá,1
3799,làɾìt̪átɛ́,8,aɾ-it̪,2
3800,ɲáŋɛ̂,3,ŋgá,1
3801,lávə̀lìt̪ɔ̀,3,avəl-it̪,1
3802,ŋə́ðùɽà,3,ðuɽ,1
3803,jə́və̀lɛ̀ðà,9,vəlɛð,2
3804,rút̪à,1,ut̪,1
3805,kàŋátɛ́ŕ,3,aŋ,1
3806,nɔ̀nà,74,nɔn,36
3807,ðɛ̂,7,ŋgá,3
3808,nábòt̪ɛ̀,1,abot̪,1
3809,nàbòt̪ɛ̀,3,abot̪,2
3810,nɔ́nàŕ,1,nɔn,1
3811,ágátɛ́,2,ŋgá,1
3812,lə̀rùðɛ̀,3,ruð,2
3813,kàɾà,47,kaɾ,26
3814,ðɔ́ɽár,8,ðɔ̀ɽár,2
3815,vr̀ðìðìt̪ɔ́,3,vrð-ið-it̪,1
3816,vŕðìt̪ɔ̀,7,vrð-it̪,2
3817,vr̀ðìt̪ɔ́,2,vrð-it̪,1
3818,àjén,14,àjén,6
3819,vr̀ðìjí,3,vrð-ij,1
3820,vŕðìt̪ɔ̀t̪ɔ̀,4,vrð-it̪-ɛt̪,1
3821,vr̀ðìt̪ɔ̀t̪ɔ́,3,vrð-it̪-ɛt̪,1
3822,vŕðìðìt̪ɔ̀,3,vrð-ið-it̪,2
3823,vŕðìjɔ̀,3,vrð-ij,1
3824,ðàɾɛ́ŋìðɛ́,4,aɾ,1
3825,jə̀və̀lɛ̀ðà,4,vəlɛð,1
3826,ðàɾìt̪ɔ̀t̪áŋàðɛ́,3,aɾ-it̪-ɛt̪,1
3827,jáɾà,1,aɾ,1
3828,rúŋɔ̀ŕ,2,ruŋ,2
3829,rɔ̀ɽár,5,ðɔ̀ɽár,2
3830,rɔ̀rlà,3,ɔrla,1
3831,níbí,6,ib,2
3832,ŋúlá,6,ŋùlá,5
3833,ŋút̪ìjíŋ,1,ut̪-ij,1
3834,ŋút̪áŋà,2,ut̪,1
3835,ŋə̀bɔ̀lìðà,1,bɔl-ið,1
3836,ɲúɽcà,4,uɽc,2
3837,kìcò,8,ico,6
3838,tút̪ú,1,tút̪ú,1
3839,vɜ́ɽí,11,vɜɽ,7
3840,t̪ɔ̀là,12,ɔla,2
3841,t̪ɔ̀rlà,6,ɔrla,1
3842,ɜ́ɾʊ́,1,ɜ́ɾʊ́,1
3843,jə̀ɽìɲà,1,ɽiɲ,1
3844,ŋə́t̪átɛ́,1,t̪(2),1
3845,ɪ̀lɛ́ð,3,ɪ̀lɛ́ð,1
3846,kítàn,3,itan,1
3847,ávàrú,1,var,1
3848,lə́mùt̪ɛ̀,3,mut̪,2
3849,káɾóŕ,2,kaɾ,1
3850,káɾá,15,kaɾ,5
3851,ɲàlló,1,ŋgá,1
3852,ɲálló,2,ŋgá,2
3853,ɲálátɛ́,6,ŋgá,3
3854,álàlól,1,ŋgá,1
3855,álátɛ́,12,ŋgá,8
3856,ábòt̪à,12,abot̪,5
3857,íŋgáðə́nònnǎ,2,íŋgáðə́nònnǎ,1
3858,káɾàŕ,3,kaɾ,2
3859,níjì,7,n-ij,3
3860,káŋcí,7,aŋc,3
3861,ŋwút̪út̪ú,2,tút̪ú,1
3862,kə́ðìŋnú,14,ð-in,9
3863,jábòt̪ɛ̀,2,abot̪,1
3864,jábòt̪à,2,abot̪,1
3865,jàbòt̪ɔ́,1,abot̪,1
3866,lə́ŋɛ̀,2,ləŋ,1
3867,kàŋcáŋá,1,aŋc,1
3868,kɛ̀ɾɛ̀,2,kɛɾ,1
3869,kídátɛ́ŕ,3,id,1
3870,kɛ́ɾɛ̀,1,kɛɾ,1
3871,ŋgáŋâgɛ́,1,ŋgá,1
3872,kálgɛ́,4,ŋgá,1
3873,jár,19,ðár,12
3874,t̪ícə̀lò,1,icəlo,1
3875,àlbríð,7,àlbríð,2
3876,kàɾt̪ìðì,1,aɾt̪-ið,1
3877,kìjàt̪ɔ́,3,ij-at̪,1
3878,kə̀ŋàcíŋí,1,ŋac,1
3879,kɔ́cɔ́,6,kɛc,3
3880,ŋát̪àŕ,1,ŋat̪,1
3881,nɔ̀là,3,ɔla,2
3882,út̪ùlá,1,ùt̪ùlú,1
3883,kə̀kàɾó,4,kaɾ,1
3884,lə́kàɾó,6,kaɾ,3
3885,lə́kàɾóŕ,3,kaɾ,1
3886,ɲákàɾó,3,kaɾ,2
3887,kɛ̀gɛ́,1,ŋgá,1
3888,kúɽcà,1,uɽc,1
3889,kɔ̀mɔ̀ŋnú,3,amɔn,3
3890,ɛ́jɛ̀ɲí,2,ɛ́<CL>ɛ̀ɲí,2
3891,ŕɛ̀ŕ,1,r,1
3892,jínɔ̀,3,j-in,2
3893,ɲìjɔ́l,3,ij,1
3894,kə̀t̪ɛ́ŋí,2,t̪,1
3895,ácám,4,ácám,3
3896,kɜ́lù,12,kɜ́lù,5
3897,ápàt̪ɛ̀,11,ap-at̪,6
3898,kɔ́ɾɛ̀,1,ɔɾ,1
3899,ɲàló,7,ŋgá,5
3900,ɲàláðə́gârá,4,ɲàláðə́gârá,3
3901,lùmɔ́lɛ́,1,um,1
3902,lùmɛ̀ðɛ̀,40,umɛð,24
3903,ɲàlá,30,ŋgá,18
3904,ʃárə́nŋwɔ́,1,ʃárə́n,1
3905,ðájì,1,aj,1
3906,lávàrà,4,làvàrà,2
3907,áláðə́gârár,1,áláðə́gârár,1
3908,áláðə́gâràr,1,áláðə́gâràr,1
3909,kíbì,1,ib,1
3910,jə́ŋàcàcí,2,ŋac-ac,2
3911,tútɔ́,4,tut,2
3912,kə̀lə̀vcìðíŋì,3,ləvc-ið,1
3913,ŋʊ́mbòɽó,4,ŋʊ̀mbòɽó,1
3914,ŋát̪àt̪á,2,ŋat̪-at̪,2
3915,lɔ̀ðìðì,1,ɔð-ið,1
3916,jìbí,3,ib,2
3917,náŋìjɛ̀cì,3,aŋ-ij-ɛc,1
3918,ɲìt̪ì,2,ɽìt̪ì,1
3919,t̪ìðìjɛ̀cì,1,ið-ij-ɛc,1
3920,dóɾèɲà,4,dòɾè,2
3921,lúmɛ̀ðɛ̀,1,umɛð,1
3922,ákàɾó,5,kaɾ,3
3923,jɛ́wàjí,2,waj,1
3924,àvt̪á,2,avt̪,1
3925,kájíŋì,2,aj,1
3926,ɔ́ɽɔ́,25,ɔɽ,9
3927,lúɽɟénɛ́,3,lɔ̀ɽɟɛ̀n,1
3928,ìcə̀là,25,ìcə̀là,9
3929,lícə̀lò,1,icəlo,1
3930,bɔ̀lá,2,bɔl,1
3931,úrú,24,ur,6
3932,jápìjí,1,ap-ij,1
3933,t̪àt̪ɛ́,3,ŋgá,1
3934,pínɔ́,13,p-in,6
3935,ðə́vàrà,2,var,2
3936,ðə́várá,1,var,1
3937,éɽò,2,r̀ɽò,1
3938,t̪ámàcíŋì,5,amac,1
3939,ŋə́nìnɛ̀,2,n-in,1
3940,júŋd̪ɔ̀t̪ú,2,ud̪-ɛt̪,2
3941,jìjìðàt̪ɔ́,1,ij-ið-at̪,1
3942,ðíðìnɛ̀,2,ð-ið-in,2
3943,kə́lcì,3,kəlc,1
3944,àɾlàt̪á,4,aɾl-at̪,2
3945,kə́ðùɽì,5,ðuɽ,5
3946,ðúɽùbú,2,ðùɽùbú,2
3947,lə̀pìɽɜ́l,2,piɽ,2
3948,ɔ̀rɛ́n,1,ɔ̀r,1
3949,nɔ́ðɛ̀,5,ɔð,4
3950,kìbɔ̀,3,ib,1
3951,jìdìŋt̪ɔ̀t̪ú,1,id-it̪-ɛt̪,1
3952,jə́ŋàwú,1,aw,1
3953,làŋpú,1,ap,1
3954,ðícə̀lò,1,icəlo,1
3955,t̪ə̀mànú,1,man,1
3956,ɽàɲìðìjìt̪ɔ́,1,ɽaɲið-ij-it̪,1
3957,nút̪à,2,ut̪,2
3958,jə́nɔ̀nà,2,nɔn,1
3959,jɛ́nà,1,<CL>ɛ́nà,1
3960,lə́d̪ùɾáɲà,1,d̪uɾ,1
3961,ábót̪ɔ́,3,abot̪,1
3962,àbòt̪á,3,abot̪,1
3963,aɽəŋat̪ɜlo,1,aɽəŋat̪ɜlo,1
3964,t̪áɽə̀ŋàt̪ɛ́ló,2,aɽəŋat̪,1
3965,t̪àɽə̀ŋàt̪ɛ́ló,6,aɽəŋat̪,3
3966,ɲáɽə̀ŋàt̪ɔ́,3,aɽəŋat̪,1
3967,ŋúɽî,3,ŋúɽî,1
3968,nʊ̀mí,3,ʊ̀mí,1
3969,làŋcáló,1,aŋc,1
3970,t̪áló,26,ŋgá,13
3971,ðə̀ɾɔ́v,1,ðə̀ɾɔ́v,1
3972,kə̀r̀ɛ̀,1,r,1
3973,ìrcə̀cí,10,ircəc,4
3974,jàɽì,1,aɽ,1
3975,kìbí,2,ib,2
3976,ŋə̀nɛ̀ðàt̪ɛ̀,3,nɛð-at̪,3
3977,kàrɽ̀íŋí,1,arɽ,1
3978,tòsò,6,tòsò,2
3979,ájínɔ́,3,aj-in,1
3980,ɜ́ɾú,6,ɜ́ɾú,2
3981,nàì,3,nàì,1
3982,ŋàt̪á,4,ŋat̪,2
3983,ŋ̀rím,4,ŋ̀rím,2
3984,jɔ̀ɽár,3,ðɔ̀ɽár,1
3985,óɾó,6,ðóɾó,2
3986,ówà,2,ówà,2
3987,nínɛ̀,5,n-in,4
3988,ìrcə̀cɔ́,3,ircəc,1
3989,lácàcà,1,lac-ac,1
3990,kə́lcàcà,2,kəlc-ac,2
3991,lə́ŋàt̪à,4,ləŋ-at̪,3
3992,t̪ɔ́ɽɔ́,3,ɔɽ,1
3993,t̪ɔ̀t̪á,7,t̪ɔt̪,3
3994,jàríbì,3,ðɜ̀ríbì,1
3995,làcàcí,1,lac-ac,1
3996,kɛ́cìt̪ɔ̀,1,kɛc-it̪,1
3997,kálɔ́ŋjú,1,aj,1
3998,màná,8,man,4
3999,ŋìðìnɔ́ŋ,11,ið-in,6
4000,t̪ə́r̀ɔ́t̪ɛ́,1,r,1
4001,ájít̪ɔ́,11,aj-it̪,3
4002,íɾdɛ́cí,4,iɾdɛc,1
4003,ɾàcá,3,ɾac,1
4004,áŋàt̪à,10,aŋ-at̪,5
4005,áɽə̀ŋàt̪ɔ́ŕ,1,aɽəŋat̪,1
4006,aɽəŋajt̪i,1,aɽəŋajt̪i,1
4007,aɽəŋajt̪ɜlo,1,aɽəŋajt̪ɜlo,1
4008,íŋgáĺ,6,ŋgá,2
4009,áɾìðà,6,aɾ-ið,3
4010,áɽə̀ŋàt̪àŕ,1,aɽəŋat̪,1
4011,kìjàt̪à,1,ij-at̪,1
4012,kɔ́dɔ́,2,ɔd,2
4013,kɔ̀dɛ̀,1,ɔd,1
4014,wájí,2,waj,1
4015,lìɾdɛ̀cì,2,iɾdɛc,1
4016,àwá,4,aw,1
4017,lə́t̪ì,5,t̪(2),2
4018,t̪ɔ̂,7,t̪,2
4019,láŋcìðɔ̀,2,aŋc-ið,1
4020,káɾðìt̪ɛ̀,2,aɾð-it̪,1
4021,t̪áɾɔ́t̪ɛ́,2,aɾ,1
4022,lùɽìðì,1,uɽið,1
4023,kàŋíŋí,2,aŋ,1
4024,kápà,16,ap,8
4025,káŋíŋì,5,aŋ,2
4026,ìt̪ìt̪ɔ́,1,eit̪-it̪,1
4027,kápìðìt̪ɛ̀,5,ap-ið-it̪,2
4028,jáŋcɛ̀cì,2,aŋc-ɛc,1
4029,kàŋcìjí,3,aŋc-ij,1
4030,káŋcìjì,3,aŋc-ij,1
4031,kɛ́ɾìðó,3,kɛɾ-ið,2
4032,mɛ̀ɾðɔ́,57,mɛɾð,36
4033,lɛ̀ŋcìðú,3,lɛŋc-ið,1
4034,t̪ɔ́ɽá,12,t̪ɔɽ,4
4035,t̪àɾɔ́,16,aɾ,7
4036,t̪ítàn,2,itan,2
4037,láŋìt̪ɛ̀,2,aŋ-it̪,1
4038,láŋìðàt̪ɛ̀,1,aŋ-ið-at̪,1
4039,láŋìðàt̪à,1,aŋ-ið-at̪,1
4040,t̪àɾðàt̪ɔ́,3,aɾð-at̪,1
4041,láŋìt̪ìðì,1,aŋ-it̪-ið,1
4042,láŋàt̪ìðà,1,aŋ-at̪-ið,1
4043,lɛ́ŋcìðì,1,lɛŋc-ið,1
4044,ŋgáĺ,7,ŋgá,3
4045,kə̀mɛ̀ɾðɔ́gɛ́,3,mɛɾð,1
4046,kàmɔ̀nìðɔ̀t̪ɔ́l,1,amɔn-ið-ɛt̪,1
4047,láɽə̀ŋàt̪ɔ́ŋ,1,aɽəŋat̪,1
4048,rɔ́ðɔ́,1,ɔð,1
4049,ŋùrú,3,ur,2
4050,kàɽŋàt̪ú,4,aɽ-at̪,2
4051,kàmìɲí,3,amiɲ,2
4052,ðálèŋɔ́,7,aleŋ,4
4053,jáɽìŋt̪ú,2,aɽ-it̪,1
