index,word,token_count,lemma,phrase_count
2502,ɟìðɛ̀cí,6,ɟið-ɛc,2
2503,vàràt̪á,7,var-at̪,2
2504,lə̀vàràt̪ɔ́,4,var-at̪,1
2505,váràt̪ɛ̀,4,var-at̪,1
2506,ðál,87,ŋgá,38
2507,lút̪ú,2,ut̪,1
2508,lə̀vàràt̪à,2,var-at̪,1
2509,ŋɔ̀t̪ɔ́,16,lɔ̀t̪ɔ́,7
2510,várú,5,var,3
2511,váràt̪à,4,var-at̪,1
2512,vàràt̪ɔ́,7,var-at̪,2
2513,lə̀vàràt̪ɛ̀,3,var-at̪,1
2514,lɔ̀ɽìt̪ɔ́,1,ɔɽ-it̪,1
2515,ɔ́ɽít̪ɔ́,1,ɔɽ-it̪,1
2516,lə́ɔ̀ɽìt̪ɔ́,1,ɔɽ-it̪,1
2517,láɽìt̪ɛ̀,1,aɽ-it̪,1
2518,láɽìt̪ɔ́,1,aɽ-it̪,1
2519,ðə́d̪úɾɔ́,4,d̪uɾ,2
2520,kɔ́ɽɜ́l,6,ɔɽ,3
2521,ŋúɽìðà,3,uɽið,3
2522,ðálgàrâj,25,ðàlgàrâj,10
2523,náðàlgàrâj,4,ðàlgàrâj,2
2524,ɲìmbɽá,2,ìmbɽá,1
2525,ímbɽá,3,ìmbɽá,1
2526,númɔ́,1,um,1
2527,rɔ̀mɔ̀cɔ̀,20,ðɔ̀mɔ̀cɔ̀,11
2528,rɔ́mɔ̀cɔ̀,15,ðɔ̀mɔ̀cɔ̀,8
2529,kɔ́ɽɛ̀,5,ɔɽ,2
2530,ŋə́mt̪ɛ́ɾá,3,ŋə̀mt̪ɛ́ɾɛ́,1
2531,úɽíðát̪ɔ́,1,uɽið-at̪,1
2532,lùɽìðàt̪ɔ́,1,uɽið-at̪,1
2533,ŋáɽó,1,aɽ,1
2534,ŋʊ́mbə́ɽó,4,ŋʊ̀mbòɽó,2
2535,lə̀d̪ùɾɔ̀,4,d̪uɾ,3
2536,ðúɽíðá,5,uɽið,3
2537,úɽìðà,17,uɽið,11
2538,ŋʊ́mbɛ́,5,lʊ́mbɛ́,2
2539,làɽìt̪ɔ́,3,aɽ-it̪,2
2540,ðúɽít̪ɔ́,1,ðuɽ-it̪,1
2541,lùɽìðà,3,uɽið,3
2542,lɔ̀ɽìt̪ɛ̀,1,ɔɽ-it̪,1
2543,ŋɔ́ɽìt̪ɛ̀,1,ɔɽ-it̪,1
2544,ùɽìðàt̪á,1,uɽið-at̪,1
2545,ðáló,15,ŋgá,6
2546,t̪éɲár,33,ŋgá,9
2547,ɲàll,2,ŋgá,2
2548,ðúɽíðát̪á,1,uɽið-at̪,1
2549,lúɽìðàt̪à,1,uɽið-at̪,1
2550,lúɽìðàt̪ɛ̀,1,uɽið-at̪,1
2551,jáŋɛ́ló,1,aŋ,1
2552,ðə̀və̀lɛ̀ðɔ́ŋú,4,vəlɛð,2
2553,lǎllǔvə́lɛ̂ðǎ,2,lǎllǔvə́lɛ̂ðǎ,1
2554,úɽìðàt̪ɛ̀,2,uɽið-at̪,2
2555,ùɽìðàt̪ɔ́,2,uɽið-at̪,2
2556,ân,21,àn,8
2557,nàŋà,10,aŋ,3
2558,ìt̪rɛ́,15,ìt̪ə̀ɾɔ́,5
2559,ðɔ̀cɔ̀,44,ðɔ̀cɔ̀,18
2560,ðídɔ̀t̪ɔ̀,5,id-ɛt̪,3
2561,lúbútɛ́,6,lùbút̪ú,2
2562,ŋúbútɛ́,3,lùbút̪ú,1
2563,nàjì,11,aj,4
2564,ltùwɛ́lɛ́,3,òɽùwɛ́l,1
2565,ùɽɟɛ́nɛ́,6,ùɽɟɛ̀n,2
2566,ŋùɽɟɛ́nɛ́,3,ùɽɟɛ̀n,1
2567,ðɔ́ɾɛ́,3,ðóɾó,1
2568,ðɔ̀cà,4,ðɔ̀cɔ̀,2
2569,áǹɔ́,10,n,7
2570,káŋáŋà,2,aŋ,2
2571,káŋáŋá,3,aŋ,2
2572,kə̀nìnɛ̀,4,n-in,2
2573,jàvt̪ɔ́,7,avt̪,5
2574,úmɔ̀,51,um,19
2575,úd̪ɔ́,9,ud̪,5
2576,ðɔ̀ɽátɛ́,5,ɔɽ,2
2577,ápít̪íjí,3,ap-it̪-ij,2
2578,lùɽbí,7,lùɽbí,2
2579,ńdrâð,3,ɛ̀ɾâð,1
2580,ðìdɔ̀t̪ɔ́,1,id-ɛt̪,1
2581,jáɾɔ́,18,aɾ,9
2582,ðídɔ̀t̪ɔ́,1,id-ɛt̪,1
2583,ðɔ́cɔ̀,4,ðɔ̀cɔ̀,3
2584,ŋèðìnìt̪ɔ̀t̪ɔ̀,1,eðin-it̪-ɛt̪,1
2585,ápíjí,1,ap-ij,1
2586,ɛ́t̪ɛ́n,28,ɛ́<CL>ɛ́n,12
2587,káŋà,13,aŋ,7
2588,ðə̀kìðɔ́,1,kið,1
2589,áwóŕ,2,aw,2
2590,ðít̪ìðɔ̀,1,ð-it̪-ið,1
2591,àwóŕ,1,aw,1
2592,jɛ́ɾɔ̀ðɔ́,2,ɾɔð,1
2593,jɛ́ùɾɔ̀t̪ɔ́,2,uɾɛt̪,1
2594,íŋgàló,1,ŋgá,1
2595,t̪ɛ̀,554,"t̪, ŋgá",274
2596,lɛ̀ŋgáj,9,lɛŋg,7
2597,út̪ìt̪ɔ̀,1,ut̪-it̪,1
2598,ùt̪ìt̪ɔ́,3,ut̪-it̪,1
2599,ɾɔ́ðìt̪ìnɔ̀,1,ɾɔð-it̪-in,1
2600,ɾɔ̀ðìt̪ɔ̀t̪ɔ́,1,ɾɔð-it̪-ɛt̪,1
2601,úɟí,13,ùɟí,6
2602,ńɛ̀,1,n,1
2603,pít̪ìðɔ̀,3,p-it̪-ið,1
2604,ùt̪ìðú,1,ut̪-ið,1
2605,pɔ́t̪ɔ̀,11,p-ɛt̪,4
2606,jɔ́ðɛ̀,8,ɔð,3
2607,pɔ̀t̪ɔ́,9,p-ɛt̪,4
2608,píðɔ̀,12,p-ið,7
2609,píðìt̪ɔ̀,1,p-ið-it̪,1
2610,pìt̪ɔ́,18,p-it̪,8
2611,pìðìt̪ɔ́,4,p-ið-it̪,2
2612,píðɔ̀t̪ɔ̀,7,p-ið-ɛt̪,4
2613,pìðɔ̀t̪ɔ́,5,p-ið-ɛt̪,3
2614,lùrɛ̀t̪ɛ̀,4,ur-ɛt̪,1
2615,lùrɔ̀t̪ɔ̀,3,ur-ɛt̪,1
2616,áɽát̪ɔ́,4,aɽ-at̪,1
2617,làɽàt̪ɔ́,3,aɽ-at̪,1
2618,láɽàt̪ɛ̀,2,aɽ-at̪,1
2619,làɽàt̪à,3,aɽ-at̪,1
2620,làɽàt̪ɛ̀,4,aɽ-at̪,1
2621,áŋà,488,aŋ,193
2622,ŋə́nɛ̀ðɔ́,13,nɛð,8
2623,ɲájà,9,aj,4
2624,ɲájɛ̀ðɔ́,4,jɛð,2
2625,ɲàjàt̪à,6,aj-at̪,2
2626,ɲájàt̪ɔ́,3,j-at̪,2
2627,ŋájà,12,aj,4
2628,ŋájú,5,aj,2
2629,jɛ́ðàt̪à,3,jɛð-at̪,2
2630,ɲàjà,8,aj,4
2631,ɲàjìðàt̪à,1,aj-ið-at̪,1
2632,ɲàjàt̪ìðà,1,aj-at̪-ið,1
2633,ɲájàt̪ìðó,3,j-at̪-ið,1
2634,káŋàt̪à,3,aŋ-at̪,1
2635,káŋìt̪ɛ̀,3,aŋ-it̪,1
2636,ɛ́nǎj,2,ɛ́<CL>ǎj,2
2637,pìðú,5,p-ið,2
2638,láŋìðì,2,aŋ-ið,1
2639,kə́r̀lɛ̀ɲì,6,rlɛɲ,1
2640,kə́r̀lɛ̀ɲáŋá,7,rlɛɲ,2
2641,kə́r̀lɛ̀ɲáŋà,3,rlɛɲ,1
2642,ràjúŋrɛ́,5,aj,2
2643,nálól,4,ŋgá,1
2644,láŋìðàt̪ɔ́,2,aŋ-ið-at̪,1
2645,láŋít̪ɔ́,3,laŋ-it̪,2
2646,làŋɾìðú,3,aɾ-ið,1
2647,láŋìt̪ìðú,2,aŋ-it̪-ið,1
2648,kɔ́ŋcɔ̀,2,aŋc,1
2649,làŋìðú,2,aŋ-ið,1
2650,lɔ́ŋcɔ̀,2,aŋc,1
2651,láŋcí,9,aŋc,4
2652,kɔ̀ɾɔ́ŋú,2,ɔɾ,1
2653,láŋàt̪à,5,aŋ-at̪,2
2654,ŋíðìnɔ̀,1,ið-in,1
2655,ŋèðìnɔ̀,2,eðin,1
2656,ɲàmɛ̀ɾðɔ́,5,mɛɾð,3
2657,kə̀mɛ̀ɾðɔ́,16,mɛɾð,12
2658,t̪ùdì,4,ud,4
2659,kə̀pɔ̀t̪ɔ́,1,p-ɛt̪,1
2660,ɲàtɛ́,21,ŋgá,7
2661,ɲàwì,12,aw,3
2662,láŋìðà,7,aŋ-ið,4
2663,láŋìðú,2,aŋ-ið,1
2664,làŋìt̪ɔ́,5,aŋ-it̪,2
2665,jèðìŋnìnú,5,eðin-in,2
2666,jèðìnáló,2,eðin,2
2667,káŋɛ̂,14,ŋgá,7
2668,kéðìnɔ́l,6,eðin,2
2669,kápìðà,2,ap-ið,1
2670,káŋì,46,aŋ,18
2671,káŋâ,15,ŋgá,6
2672,ŋə́jɔ́ŋ,6,j,3
2673,kə̀rùŋɔ̀t̪ɔ́,2,ruŋ-ɛt̪,1
2674,rúŋìt̪ɛ̀,3,ruŋ-it̪,1
2675,kàpɔ́,4,ap,2
2676,kàpìðó,2,ap-ið,1
2677,ŋáɾŋìt̪ú,2,aɾ-it̪,1
2678,t̪ə́mɛ̀ɾðà,1,mɛɾð,1
2679,lə́mɛ̀ɾðà,1,mɛɾð,1
2680,jâj,1,<CL>âj,1
2681,kàɾɛ́ŋí,2,aɾ,1
2682,kápìðì,9,ap-ið,3
2683,t̪ə̀ðɔ́,1,ð,1
2684,kàɾðɔ́gɛ́,4,aɾð,4
2685,jájɛ́,4,ŋgá,2
2686,àɾðá,8,aɾð,5
2687,kàɾcìðú,9,kaɾc-ið,5
2688,ŋə́kàɾcìðú,4,kaɾc-ið,2
2689,ŋə́kàɾcìðà,1,kaɾc-ið,1
2690,káɾcìðì,4,kaɾc-ið,2
2691,kùtìðìðú,3,utið-ið,1
2692,útìðìðì,3,utið-ið,1
2693,útìðìðɔ̀,4,utið-ið,1
2694,kə́ŋàcí,9,ŋac,4
2695,ŋácìnɛ̀,6,ŋac-in,3
2696,káɾcìðà,5,kaɾc-ið,4
2697,kə̀pìðɔ̀t̪ɔ́,2,p-ið-ɛt̪,1
2698,ìðìðú,9,ið-ið,3
2699,íðìðì,3,ið-ið,2
2700,jàŋcɛ̀cí,2,aŋc-ɛc,1
2701,kàɾcìðàt̪ɔ́,5,kaɾc-ið-at̪,2
2702,káŋcì,13,aŋc,5
2703,jɔ́ŋcɔ̀cɔ̀,3,aŋc-ɛc,1
2704,jáŋcɛ̀cí,3,aŋc-ɛc,1
2705,kápìðó,4,ap-ið,1
2706,lídɔ̀,10,id,4
2707,ŋə́kàɾàt̪ɔ́,10,kaɾ-at̪,4
2708,kàɾàt̪ɔ́,28,kaɾ-at̪,15
2709,káɾàt̪ɛ̀,2,kaɾ-at̪,1
2710,íŋgáŋâl,2,ŋgá,1
2711,t̪àɾðɔ́,9,aɾð,5
2712,jə́kàɾà,1,kaɾ,1
2713,kə́lə̀ŋìt̪ɔ́,3,ləŋ-it̪,3
2714,ɲə̀jɛ̀ðɔ́,2,jɛð,1
2715,àɾìðó,10,aɾ-ið,6
2716,kɛ̀cí,9,kɛc,6
2717,kə̀kɛ̀cìðú,3,kɛc-ið,2
2718,kɛ́cìðɔ̀,5,kɛc-ið,1
2719,ɲàŋɾìðú,2,aɾ-ið,1
2720,ɲàŋìðàt̪ɔ́,1,aŋ-ið-at̪,1
2721,ɲàŋt̪ɔ́ú,3,t̪,2
2722,ɲàŋú,2,aŋ,1
2723,káɾàt̪à,2,kaɾ-at̪,1
2724,ŋàɾìðó,6,aɾ-ið,3
2725,káɾìðì,4,kaɾ-ið,2
2726,ùtìðìðú,6,utið-ið,2
2727,ŋə́kàɾcí,3,kaɾc,2
2728,ŋə́kàɾcàcí,2,kaɾc-ac,1
2729,ŋápàt̪ɛ̀,1,ap-at̪,1
2730,ɲàŋìðú,2,aŋ-ið,1
2731,ɲàŋà,1,aŋ,1
2732,kə́r̀lɛ̀ɲíŋí,12,rlɛɲ,2
2733,ɲájìðì,2,aj-ið,1
2734,cát̪á,7,càt̪á,2
2735,r̀lɛ̀ɲì,42,rlɛɲ,12
2736,t̪ə́r̀lɛ̀ɲí,4,rlɛɲ,2
2737,t̪ùrì,1,ur,1
2738,t̪ə̀nɔ̀nìnɔ̀,3,nɔn-in,2
2739,kɛ̀cìðú,5,kɛc-ið,3
2740,ŋálóŋú,2,ŋáló,1
2741,búlìjɔ̀cɔ̀,3,bul-ij-ɛc,1
2742,áŋàlóŋ,6,ŋal,2
2743,rə̀bùlìjí,2,bulij,1
2744,rə̀bùlú,3,bul,3
2745,káwàt̪à,3,aw-at̪,1
2746,rə̀bùlìðú,1,bul-ið,1
2747,ŋə́kìðɔ́,2,kið,1
2748,áwó,47,aw,20
2749,ŋéìt̪ɔ́,2,eit̪,1
2750,ŋə́kìðìt̪ɔ́,2,kið-it̪,1
2751,ít̪ɔ̀,109,eit̪,38
2752,ŋə́kìðɔ̀t̪ɔ́,4,kið-ɛt̪,2
2753,kíðɛ̀t̪ɛ̀,3,kið-ɛt̪,1
2754,àwó,12,aw,6
2755,kíðɔ̀t̪ɔ̀,2,kið-ɛt̪,1
2756,kìðɔ̀t̪ɔ́,6,kið-ɛt̪,3
2757,kə̀t̪ɔ́,5,t̪,3
2758,kə̀t̪ìðú,2,t̪(2)-ið,1
2759,t̪íðì,2,t̪-ið,1
2760,t̪íðɔ̀,4,t̪-ið,1
2761,ðə́cùlɔ̀,2,ðə̀cùl,1
2762,jə̀ŋàcìnɔ́,2,ŋac-in,1
2763,t̪ìðú,6,t̪-ið,4
2764,kə̀vɔ̀ðɔ̀t̪ɔ́,4,vɛð-ɛt̪,2
2765,nàɾɔ́,4,aɾ,3
2766,nə̀ɟìrðɔ̀,2,ɟirð,1
2767,nìbìðú,1,ib-ið,1
2768,nə̀pɔ́l,1,p,1
2769,kàɾìðó,2,kaɾ-ið,2
2770,álàló,2,ŋgá,2
2771,ðìðó,11,ð-ið,6
2772,ŋə́kɔ̀t̪ɔ́,4,kɔt̪,2
2773,jɔ́ɾɔ́,4,ɔɾ,3
2774,ŋə́kɔ̀t̪ìjí,2,kɔt̪-ij,2
2775,jɔ́ɾɔ̀,9,ɔɾ,5
2776,kɔ́t̪ìjɔ̀,2,kɔt̪-ij,1
2777,kə̀ðàt̪ɔ́,3,ð-at̪,1
2778,ðát̪ɛ̀,5,ð-at̪,3
2779,ðát̪à,3,ð-at̪,1
2780,ðàt̪ɔ́,111,ð-at̪,42
2781,kə̀ðìðó,2,ð-ið,1
2782,jə̀ðɔ́l,2,ð,1
2783,rə̀ðɔ́,1,ð,1
2784,kɔ́t̪ɔ̀t̪ɔ́,1,kɔt̪-ɔt̪,1
2785,jápìnɔ̀,5,ap-in,1
2786,ŋə́kàɾìjí,1,kaɾ-ij,1
2787,káɾìjì,2,kaɾ-ij,1
2788,kə̀t̪ìt̪ɔ́,3,t̪(2)-it̪,2
2789,ǹdìjí,5,nd-ij,2
2790,jɛ́kàɾcìnɔ́,4,kaɾc-in,2
2791,káɾcìnɛ̀,2,kaɾc-in,1
2792,káɾcìnɔ̀,3,kaɾc-in,1
2793,kàɾcìnɔ́,6,kaɾc-in,3
2794,kájú,2,aj,1
2795,kàɾìjí,3,kaɾ-ij,2
2796,kèɲàt̪ɔ́,5,keɲ-at̪,2
2797,kàtɛ́,27,ŋgá,6
2798,kéɲàt̪à,2,keɲ-at̪,1
2799,ídú,28,id,11
2800,ńdìjɔ̀,3,nd-ij,1
2801,ðə́pínɔ́,7,p-in,4
2802,ðùpì,1,ðùpì,1
2803,ðìcò,38,ico,18
2804,ðə́píðɔ́,6,p-ið,3
2805,nə̀pɔ́,2,p,2
2806,lə̀pɔ́l,3,p,2
2807,káɾìjɔ̀,2,kaɾ-ij,1
2808,ɔ̀rɜ̀lír,5,ɔ̀r,3
2809,ɛ́gǎj,4,ɛ́<CL>ǎj,4
2810,ɔ̀ràló,1,ɔ̀r,1
2811,ŋàɾɔ́,1,aɾ,1
2812,ŋàcìðú,1,ŋac-ið,1
2813,ld̪ɛ́rlɛ́j,1,d̪ɛ́r,1
2814,ld̪ɛ́rlɛ́n,2,d̪ɛ́r,1
2815,ld̪ɛ́rlɜ̀lír,2,d̪ɛ́r,1
2816,nɔ́nìðà,6,nɔn-ið,2
2817,ŋɔ́nà,34,lɔ̀n,14
2818,míɲàt̪à,2,miɲ-at̪,1
2819,kámìɲìt̪ɔ́,1,amiɲ-it̪,1
2820,lìdɜ́llɛ́,3,id,3
2821,ɛ́làló,4,ɛ́<CL>àló,2
2822,ɛ́lɛ́n,4,ɛ́<CL>ɛ́n,4
2823,úɽìðìjɔ̀,2,uɽið-ij,1
2824,kə̀mìɲàt̪ɔ́,5,miɲ-at̪,3
2825,nǔr,4,nǔr,2
2826,kə̀mìɲɔ́,4,miɲ,2
2827,kájìnìjí,3,aj-in-ij,1
2828,kə̀ǹdìjí,2,nd-ij,1
2829,kánt̪ìjì,1,ant̪-ij,1
2830,ńdìjì,2,nd-ij,1
2831,kìdɔ̀t̪ɔ́,2,id-ɛt̪,1
2832,ɛ́ràló,8,ɛ́<CL>àló,3
2833,jàŋcìnɔ́,5,aŋc-in,2
2834,jáŋcìnɔ́,2,aŋc-in,1
2835,kàŋcìnɔ́,1,aŋc-in,1
2836,náɾl̀ɛ́ŋì,2,aɾl,1
2837,ŋə́r̀lɛ̀ɲí,11,rlɛɲ,4
2838,ìmàɽðɛ́ná,9,èmàɽðɛ́n,5
2839,òlá,18,òló,9
2840,ŋòló,3,lòló,1
2841,nòló,2,òló,1
2842,ŋʊ́dó,4,lʊ̀dó,2
2843,ɲə́r̀à,3,r,2
2844,ɛ́ɲɛ̀ɲí,3,ɛ́<CL>ɛ̀ɲí,2
2845,lɛ̀màðáj,1,ɛ̀màð,1
2846,ɾácí,9,ɾac,3
2847,jə̀ðɔ́ŋ,2,ð,1
2848,lə̀mànáló,1,man,1
2849,lɛ̀mànɛ́n,2,ɛ̀màn,1
2850,jáŋà,29,aŋ,10
2851,èdɜ́rə́lù,2,èdɜ́rə́lù,1
2852,jìdáŋà,2,id,2
2853,lə̀ðɔ̀ŋ,2,èðɔ̀ŋ,2
2854,lə̀ðɔ̀ŋɔ̀,1,èðɔ̀ŋ,1
2855,lɛ̀mɛ́,1,lɛ̀mɛ́,1
2856,ŋɛ̀mɛ́,1,lɛ̀mɛ́,1
2857,lɛ̀má,1,lɛ̀mɛ́,1
2858,ŋɛ̀má,2,lɛ̀mɛ́,2
2859,ŋúmɔ́n,2,lúmɔ́n,2
2860,ŋúmɔ́ná,1,lúmɔ́n,1
2861,lúmɔ́ná,1,lúmɔ́n,1
2862,rɛ́l,3,ŋgá,3
2863,ðàðɛ́,4,ŋgá,4
2864,və̀lɛ̀ðàt̪ìðá,1,vəlɛð-at̪-ið,1
2865,àðə̀ɲɛ́nɛ́,4,àðə̀ɲɛ́n,1
2866,ɜ̀ðú,7,ɜ̀ðú,6
2867,ðɛ́l,14,ŋgá,3
2868,lɛláj,1,lɛŋg,1
2869,lɛ́ŋgɜ́líŕ,2,lɛŋg,1
2870,ðə́nɔ̀nà,18,nɔn,10
2871,ɔ̀rɜ̀lí,13,ɔ̀r,7
2872,lɛ̀ŋgàló,4,lɛŋg,1
2873,lɛ̀ŋgɜ̀lí,5,lɛŋg,2
2874,lɛ̀ŋgɜ̀lír,2,lɛŋg,1
2875,lɛlàló,2,lɛŋg,1
2876,lɛlɛ́n,2,lɛŋg,1
2877,nónì,2,ònì,1
2878,lə́ré,22,lə̀ré,7
2879,ðámíɲá,3,amiɲ,1
2880,ŋáɾl̀ɛ́ŋí,1,aɾl,1
2881,ŋə̀r̀lɛ̀ɲí,5,rlɛɲ,1
2882,ŋə́nɔ̀nà,3,nɔn,3
2883,nɔ́dɔ́ŋ,7,ɔd,2
2884,nɔ́nɔ̀t̪á,1,nɔn-ɔt̪,1
2885,ŋə́làcà,3,lac,1
2886,ŋámìɲà,3,amiɲ,1
2887,ŋə́lɛ̀ŋcì,3,lɛŋc,1
2888,ŋə́lɛ̀ŋcà,3,lɛŋc,1
2889,ðə́lɛ́ŋcá,1,lɛŋc,1
2890,ðə́lɛ̀ŋcà,3,lɛŋc,1
2891,ŋə́lə̀vcì,3,ləvc,1
2892,ðə́kàɾcà,2,kaɾc,1
2893,rə̀ŋgə̀lá,6,ðə̀ŋgə̀lá,2
2894,ŋə́làcì,1,lac,1
2895,ðə́lácá,2,lac,1
2896,ʊ́mí,3,ʊ̀mí,2
2897,ðə́làcà,3,lac,1
2898,ŋávə̀ðàcì,3,avəðac,1
2899,ŋávə̀ðàcà,4,avəðac,1
2900,ðávə̀ðàcà,2,avəðac,1
2901,ɛ́<CL>àló,1,ɛ́<CL>àló,1
2902,ðámácá,2,amac,1
2903,úlɔ́,2,ùlɔ́,1
2904,ŋwùt̪út̪ú,3,tút̪ú,1
2905,ɜ́rú,22,ɜ́rú,7
2906,ðámìɲà,4,amiɲ,2
2907,t̪út̪ú,7,ut̪,3
2908,nɔ́nɔ̀t̪à,3,nɔn-ɔt̪,1
2909,kâ,21,ŋgá,12
2910,ðə́lə̀vcà,3,ləvc,1
2911,ðə́ŋácá,2,ŋac,1
2912,ðə́ŋàcà,3,ŋac,1
2913,ĺná,14,l̀ná,7
2914,ðùɽùbú,1,ðùɽùbú,1
2915,ðɔ́ɽɟɛ́cá,2,ɔɽɟɛc,1
2916,ðɔ́ɽɟɛ̀cà,3,ɔɽɟɛc,1
2917,ŋúɽcì,3,uɽc,1
2918,ðúɽcá,3,uɽc,1
2919,ŋə́lə̀vcà,2,ləvc,1
2920,ðə́lə́vcá,3,ləvc,2
2921,ðúɽcà,3,uɽc,1
2922,ŋájìnɔ̀,3,aj-in,1
2923,ŋə́wàjà,5,waj,2
2924,ðə́wájá,1,waj,1
2925,ðə́wàjà,3,waj,1
2926,ŋɔ́ɽɟɛ̀cì,7,ɔɽɟɛc,3
2927,ðámàcà,2,amac,1
2928,lɛ́màɽðén,3,èmàɽðɛ́n,3
2929,ŋ̀cɔ́lɔ̀,7,ŋ̀cɔ́lɔ̀,4
2930,t̪éɲá,63,ŋgá,18
2931,t̪éɲâ,10,ŋgá,3
2932,éðɔ̀ŋɔ̀,1,èðɔ̀ŋ,1
2933,ɔ́ɽɟɛ̀cìnɔ́,5,ɔɽɟɛc-in,2
2934,ŋɔ́ɽɟɛ̀cìnɔ́,3,ɔɽɟɛc-in,1
2935,ðə̀mànìnɔ́,1,man-in,1
2936,ðáɾá,3,aɾ,2
2937,ðə̀mɛ̀ðìnɔ́,1,mɛð-in,1
2938,ðàmɔ̀nɛ̀,1,amɔn,1
2939,ðàŕ,38,ð,15
2940,ðàmàcìnɛ̀,1,amac-in,1
2941,rúmɛ̀,1,um,1
2942,ðámàcìnɔ́,1,amac-in,1
2943,ðə́kàɾà,7,kaɾ,4
2944,ðə̀màt̪ìnɔ̀,1,m-at̪-in,1
2945,làɾɛ̀,1,aɾ,1
2946,mát̪ìnɔ̀,1,m-at̪-in,1
2947,ðɔ́ɾɔ̀,1,ɔɾ,1
2948,rɛ́ɽí,3,ðɜ́ɽí,2
2949,ðɛ̀dú,4,ðɛ̀dú,4
2950,rɛ̀dú,1,ðɛ̀dú,1
2951,ðáŕ,5,ð,4
2952,ɛ́ɽðìnɔ̀,1,ɛɽð-in,1
2953,áɽì,41,aɽ,16
2954,ðámàcìnɔ̀,1,amac-in,1
2955,ðɛ́ŕ,1,ð,1
2956,ðə́ḿá,6,m,2
2957,jə́t̪éɲárɛ́,4,t̪(2),1
2958,ɲâ,64,ŋgá,17
2959,át̪úŋ,5,t̪(2),2
2960,áŋá,110,aŋ,53
2961,ðɛ̀t̪ɛ́n,2,ɛt̪,1
2962,t̪éɲál,11,ŋgá,2
2963,və́lɛ̀ðàŕ,37,vəlɛð,14
2964,t̪ə̀t̪éɲárɛ́,4,t̪(2),1
2965,ŋɔ́ɽɟɛ̀cìnɔ̀,1,ɔɽɟɛc-in,1
2966,ðɛ̀t̪áj,2,ɛt̪,1
2967,ðɛ̀t̪àló,1,ɛt̪,1
2968,ɔ́ŋɔ̀ŋɔ̀nɔ̀,13,ɔŋɔŋɔn,5
2969,áŋàŋìnɔ́,3,ŋaŋ-in,1
2970,ɔ́ŋɔ̀ŋɔ̀nɔ́,1,ɔŋɔŋɔn,1
2971,ŋícə̀lò,5,icəlo,5
2972,ŋɔ̀nà,2,lɔ̀n,1
2973,ɛ̀ðɛ̀ŋgɜ̀lír,3,ɛ̀ðɛ̀ŋg,2
2974,və́lɛ̀ðɔ́ŕ,17,vəlɛð,7
2975,ŋə̀nɔ̀nìt̪ɔ̀t̪ɔ́,3,nɔn-it̪-ɛt̪,1
2976,ðâ,18,ŋgá,8
2977,t̪ít̪éɲárɛ́,10,eit̪,4
2978,ɲə́və̀lɛ̀ðɛ̀,4,vəlɛð,3
2979,ɲə́və̀lɛ̀ðà,8,vəlɛð,2
2980,ŋìbíŋì,1,ib,1
2981,ávt̪ɛ̀,4,avt̪,2
2982,ðɛ̀t̪ɜ̀lí,3,ɛt̪,2
2983,ðɛ̀t̪ɜ̀lír,1,ɛt̪,1
2984,ɛ̀ðɛ̀ŋgɛ́j,3,ɛ̀ðɛ̀ŋg,2
2985,ŋáɾl̀ɛ́ŋì,1,aɾl,1
2986,káɾlɔ́ŋú,2,aɾ,1
2987,nìlɛ́ð,6,ɪ̀lɛ́ð,2
2988,káŋìnɔ́,7,aŋ-in,2
2989,káɾl̀ɛ́ŋì,4,aɾl,1
2990,t̪ə́ǹdì,1,nd,1
2991,lʊ̀dó,1,lʊ̀dó,1
2992,kírcə̀cí,1,ircəc,1
2993,t̪áŋú,10,aŋ,5
2994,ŋútìðì,4,utið,2
2995,ŋə̀ɲɛ̀làcí,4,ɲɛlac,2
2996,ŋə̀ɲɛ̀làcà,3,ɲɛlac,3
2997,ŋə̀ɟìðì,2,ɟið,1
2998,ðə́ɲɛ́lácá,3,ɲɛlac,1
2999,ŋə̀ɾàcì,1,ɾac,1
3000,ŋə̀ɾàcà,3,ɾac,2
3001,ðə́ɾácá,2,ɾac,1
3002,ðə́ɾàcà,2,ɾac,1
3003,ŋɜ́dì,7,ɜd,5
3004,ɛ̀ðɛ̀ŋgɜ̀lí,7,ɛ̀ðɛ̀ŋg,4
3005,ŋɔ́dɔ̀,7,ɜd,4
3006,ðɔ́dɔ́,3,ɜd,1
3007,ðídɔ̀,13,id,6
3008,ŋíbì,2,ib,1
3009,ŋíbɔ̀,3,ib,2
3010,ðíbɔ́,2,ib,1
3011,émàɽðɛ́n,12,èmàɽðɛ́n,4
3012,ðíbɔ̀,3,ib,1
3013,lɛ̀màɽðɛ́ná,3,èmàɽðɛ́n,1
3014,ðɔ́ŋɔ́ŋɔ́níjɔ́,2,ɔŋɔŋɔnij,1
3015,ŋáwà,3,aw,1
3016,ðáwà,3,aw,2
3017,ðíbíl,3,ib,1
3018,ðáɽá,3,aɽ,1
3019,ðə́r̀lɛ̀ɲì,4,rlɛɲ,1
3020,ŋúdì,2,ud,1
3021,ŋúdɔ̀,4,ud,2
3022,ŋə̀ɟìðɔ̀,2,ɟið,1
3023,ðə́ɟíðɔ́,7,ɟið,2
3024,ŋɔ́ŋɔ̀ŋɔ̀nìjì,2,ɔŋɔŋɔnij,1
