file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
4874,0.0,2.92,himidan,-46.137982930222606,-46.60765504837036,2.876402462483025,6.380307465154544
6754,0.0,1.545,himidan,-44.88077116935484,-47.34078598022461,2.872267328889924,8.88105900889152
14986,0.0,2.21,himidan,-45.492121217477376,-50.86469717586742,2.8482654946133747,11.146384710576756
13673,0.0,1.602,himidan,-43.69667358398438,-46.0724003131573,2.819819736447755,8.162438954285683
17599,0.0,5.07,himidan,-41.49604752218935,-49.50502026875814,2.818795093725666,6.956981217221552
5357,0.0,2.17,himidan,-43.208741359447004,-43.00963439941406,2.8163046066271384,3.232321396304709
17791,0.0,6.11,himidan,-49.43162464198036,-54.66304344601102,2.7965660881471526,5.729895057187711
17743,0.0,5.83,himidan,-52.14137877894511,-55.93375553804285,2.7965593924401637,7.176693194239665
17682,0.0,3.2,himidan,-42.90457458496094,-45.76750862121582,2.794352983935488,12.386310287093181
4395,0.0,4.253,himidan,-42.70997702205882,-44.51850700378418,2.7943523502361325,9.124402296774965
1005,0.0,3.916,himidan,-42.26842016103316,-44.593200351880945,2.7754077955070384,8.222331562874302
2229,0.0,3.543,himidan,-59.43894553319209,-62.33825577629937,2.722457827839208,5.958885063286045
4515,0.0,3.52,himidan,-45.95841563831676,-45.17879189385308,2.703397855509878,4.089103405754232
3860,0.0,3.2,himidan,-56.21031494140625,-57.72564744949341,2.670961830388413,6.844039269759007
5037,0.0,2.153,himidan,-45.71115552325581,-47.05843649970161,2.649785778945951,1.8917162041881852
33,0.0,1.49,himidan,-52.18457358955537,-54.73889394906851,2.6357439306240678,10.798898428337043
861,0.0,2.959,himidan,-45.53129288956926,-45.821569283803306,2.635742611396035,11.661041676946656
11145,0.0,2.25,himidan,-51.05771701388889,-50.78055381774902,2.610266522710796,4.61722096871779
4877,0.0,1.76,himidan,-47.41805752840909,-47.49895130504262,2.6039223911397484,2.999717706173371
17741,0.0,5.02,himidan,-51.98921112425299,-55.991533788045246,2.5823737473708097,9.831231806410559
89,0.0,2.76,himidan,-46.215140964673914,-48.08054382324219,2.581717699981665,6.959074719995504
17761,0.0,2.49,himidan,-54.95972169929719,-58.725398415013366,2.543591237789243,4.63091119743499
3750,0.0,1.83,himidan,-44.09930253159153,-47.67485885620117,2.543591237789243,9.098743682786566
900,0.0,3.999,himidan,-44.7465576171875,-47.349986621311736,2.5377261940491818,11.29718922888635
4536,0.0,3.28,himidan,-41.33251357660061,-43.299421615600586,2.5377247497507116,5.176593448510587
6159,0.0,3.698,himidan,-46.2332664695946,-48.92751884460449,2.521125593212348,7.395596589108319
11801,0.0,2.045,himidan,-54.215958460365854,-55.933879375457764,2.5180836099950126,11.958814001994735
19402,0.0,3.04,himidan,-57.04977898848684,-55.990107623013586,2.5020157161469045,2.0038316084449406
15279,0.0,1.8,himidan,-47.44895290798611,-46.55775547027588,2.502014489897556,5.782940368490827
9966,0.0,1.8,himidan,-44.232752821180554,-43.49606031530044,2.502013263648207,11.360697706200057
309,0.0,1.692,himidan,-49.37537560096154,-50.89568387545072,2.4955237822857907,10.048517132501257
996,0.0,5.386,himidan,-40.66541772959184,-43.258233812120224,2.487575120203049,6.108637530225007
1000,0.0,4.715,himidan,-41.63555597854873,-44.8302054569639,2.4754013254034644,9.452162793675528
3622,0.0,5.0,himidan,-43.54186328125,-45.24330934797015,2.470843244159249,11.40110192033399
5846,0.0,4.08,himidan,-51.59663181678921,-50.12014445552119,2.470843244159249,16.17671571270182
8651,0.0,2.84,himidan,-42.270133005061616,-45.43928942187079,2.470843244159249,8.371046212780046
3629,0.0,3.94,himidan,-43.42021930520305,-45.2674309515184,2.470843244159249,6.481277806897598
11799,0.0,1.8,himidan,-55.074229600694444,-57.50876822838416,2.4552315321163474,8.861560199391931
15537,0.0,2.41,himidan,-44.21595808480291,-45.00190952845982,2.450493908484034,10.110736022846257
17697,0.0,2.65,himidan,-46.042029038915096,-45.79415384928385,2.4165690504381283,11.753218811985493
11333,0.0,3.81,himidan,-53.51680917814961,-54.65803459712437,2.4144144051198664,6.070176441373437
17925,0.0,5.58,himidan,-51.59314796146953,-55.414547729492185,2.412913708968454,5.343473678243786
16568,0.0,2.264,himidan,-57.25105434181416,-61.70705108642578,2.412908183664349,4.003849259388835
4393,0.0,2.76,himidan,-43.25856261322464,-45.91479250590007,2.369084317125908,8.637409063517978
4538,0.0,3.387,himidan,-43.21356759310472,-43.24958126361553,2.368973000582948,8.17904427026075
1673,0.0,2.312,himidan,-60.11551762040043,-59.31419139438205,2.347013980212503,10.128281210087543
17566,0.0,5.16,himidan,-44.31678097747093,-46.976668909976354,2.345037077121831,9.159200134336256
17212,0.0,1.47,himidan,-46.0907439147534,-48.9735554781827,2.345037077121831,6.9432782106426725
16886,0.0,0.88,himidan,-62.2518144087358,-60.65916754982688,2.345037077121831,5.04126176246387
85,0.0,2.55,himidan,-47.374214920343135,-49.33488296508789,2.345036702187644,8.85832236708655
12378,0.0,3.048,himidan,-63.950902920081965,-62.34230392456055,2.3450363272534567,9.608001760288529
4549,0.0,4.04,himidan,-41.63999651918317,-44.361082235972084,2.3450363272534567,6.478645399342076
9937,0.0,1.93,himidan,-46.870911593264246,-49.2976382119315,2.3437575081681143,6.56590507233383
11593,0.0,2.93,himidan,-52.453028343643346,-56.593110190497505,2.298636546684485,7.548621666979638
1702,0.0,2.493,himidan,-50.725582015562246,-53.31952743530273,2.2840727420830818,11.070752042036773
5365,0.0,1.72,himidan,-49.77386900436046,-50.89631042480469,2.278113165596807,9.061127156970887
8815,0.0,3.023,himidan,-42.52983366100993,-44.23893769582113,2.2627673088483524,6.4877236600045975
2048,0.0,2.05,himidan,-62.24649866615854,-62.42863807678223,2.234883315979039,7.042560056382463
11800,0.0,1.93,himidan,-52.778441750323836,-57.402344294956755,2.228520565513884,17.942415036147494
1007,0.0,4.62,himidan,-41.503234070616884,-43.542583329336985,2.2285188498753596,6.5480612875287925
12208,0.0,2.581,himidan,-57.37158581637597,-59.08582272736923,2.2239780023479727,9.871081680873669
3749,0.0,1.79,himidan,-46.16342418819833,-48.951581954956055,2.2239775260866845,7.711205290450117
3613,0.0,2.58,himidan,-45.78500863008721,-47.419219732284546,2.217538553204878,4.232822218485206
9940,0.0,1.52,himidan,-47.73521343030428,-49.2116453382704,2.198181974117096,5.41700814726596
3866,0.0,3.047,himidan,-51.01166431864754,-51.61082782745361,2.198181974117096,10.191942275648017
10875,0.0,1.561,himidan,-49.12524727063301,-50.89458165849958,2.181157590939945,9.128898661463568
16670,0.0,1.62,himidan,-43.52323555652006,-43.957961899893625,2.1703034230192064,8.811546711525443
17680,0.0,1.24,himidan,-50.47343592489919,-51.010821151733396,2.1703026352490147,9.73008860450996
12912,0.0,1.95,himidan,-63.152874599358974,-64.38738850184849,2.1695539437977014,13.63011766550651
17615,0.0,1.78,himidan,-50.253198516502806,-51.52050439934982,2.1604090087940304,4.150789938427403
12231,0.0,2.675,himidan,-62.09273699860075,-62.28014659881592,2.10187700130775,9.761158951077622
15659,0.0,1.383,himidan,-51.0452049365942,-53.51612973213196,2.093423243310246,18.083146277641816
16972,0.0,1.02,himidan,-45.898456648284316,-45.552029037475585,2.071318382117537,8.845958161896535
16182,0.0,2.073,himidan,-50.22014643719807,-49.48318566216363,2.0713174885805357,8.806379917586067
5262,0.0,2.93,himidan,-43.02718376706485,-46.53769874572754,2.071315105815199,7.130807447652915
17081,0.0,1.79,himidan,-41.57910974598464,-47.17095820109049,2.070752226142825,3.3012038537789294
6725,0.0,2.84,himidan,-45.31731404049296,-49.520371966891815,2.0609407342491988,6.658125216787376
17920,0.0,3.17,himidan,-56.24885400236593,-59.45366418361664,2.0608207308317263,6.131543667807399
11410,0.0,4.01,himidan,-53.65611362219451,-57.557115282331196,2.0608207308317263,6.0049308972262665
10293,0.0,3.727,himidan,-41.27241119302949,-42.53672695159912,2.0581192064323046,10.183297662897827
10045,0.0,1.92,himidan,-48.70105489095052,-49.032604016755755,2.0179394400342043,4.432459744142886
3336,0.0,2.15,himidan,-43.79226017441861,-46.647171338399254,2.012643056668474,5.847919199607961
17667,0.0,1.917,himidan,-50.68413289388021,-52.040523529052734,1.973805983801542,8.55321606500258
17618,0.0,1.8,himidan,-46.04398871527778,-46.86173428987202,1.973805705740687,5.843743561244439
8566,0.0,2.77,himidan,-40.94591535988267,-40.87275756032843,1.9676155765360797,4.591641570795634
490,0.0,2.665,himidan,-41.0605541900749,-42.0109007699149,1.9676155765360797,10.025698737813663
8624,0.0,2.59,himidan,-45.03445493484556,-46.15650614985713,1.9676155765360797,7.215882374189638
20008,0.0,1.26,himidan,-39.39829411582341,-41.827562185434196,1.9629068175274371,5.253323296055548
5229,0.0,2.25,himidan,-42.831341145833335,-41.72008450826009,1.95637290619124,6.600609180214715
15723,0.0,2.89,himidan,-56.2559607482699,-53.82322447640555,1.9494069982155418,7.607835213180405
11587,0.0,2.46,himidan,-55.449595877794714,-59.09166156544405,1.9319440867400886,9.095580167306114
11146,0.0,2.16,himidan,-48.169980649594905,-48.50184440612793,1.931943003516236,9.375186014213906
9934,0.0,2.06,himidan,-47.44703333586165,-49.83607728140695,1.931943003516236,7.3123384948847345
8421,0.0,2.11,himidan,-41.38240058501185,-41.93575885079124,1.9319426424416184,9.626557503286104
1106,0.0,4.587,himidan,-45.878791360294116,-45.709023030598956,1.9319426424416184,4.969024266433506
5352,0.0,1.4,himidan,-43.26503557477679,-42.85309806236854,1.9256408370186926,2.052347513688261
3892,0.0,2.81,himidan,-53.559170651690394,-53.352034149169924,1.923459487546357,4.728460792260787
856,0.0,3.61,himidan,-43.79895797264543,-45.3627880859375,1.923459487546357,10.127386900483778
11644,0.0,2.302,himidan,-51.39615319293478,-57.26905886332194,1.8924005542035789,4.814816657722815
15728,0.0,2.59,himidan,-56.79225235279923,-54.60466606386246,1.87930354300723,6.261846828104179
14995,0.0,2.0,himidan,-41.13306640625,-43.82903925577799,1.8793029355719502,9.469838250009527
12438,0.0,1.78,himidan,-67.85878796523876,-68.21685123443604,1.8714368355663555,6.667561519023643
4522,0.0,2.12,himidan,-43.2652749115566,-43.07187271118164,1.8418087064970607,6.069474604796344
5847,0.0,3.725,himidan,-54.377811871648795,-52.86286373796134,1.8418086596302874,9.000855675156377
10855,0.0,1.729,himidan,-48.53406679010116,-48.74485879195364,1.8418086596302874,7.675904211513675
10038,0.0,1.52,himidan,-46.56660862972862,-45.973829905192055,1.837498008339417,7.327872532502962
892,0.0,3.648,himidan,-44.707173052226025,-47.670793215433754,1.8107862209797998,13.532801042338338
2242,0.0,2.98,himidan,-57.60531800545302,-60.97288513183594,1.8107862209797998,15.055211577509988
17790,0.0,3.91,himidan,-53.417559143222505,-55.57400286197662,1.796766405642326,8.117235864078019
18185,0.0,2.014,himidan,-58.714600824004975,-59.932955124798944,1.7860982442609876,19.378539370388378
15623,0.0,2.15,himidan,-47.67821584302325,-48.2110017475329,1.782431239511378,9.649285720008718
8556,0.0,1.75,himidan,-43.986847098214284,-45.37715002206656,1.7725307851266923,7.291933476662852
3416,0.0,2.65,himidan,-45.03060878537736,-43.604620316449335,1.7504258286072618,9.716797480916176
10867,0.0,1.986,himidan,-51.251531092964825,-51.68663311004639,1.7494046727296353,10.156063636997743
14377,0.0,1.39,himidan,-43.842467822616904,-45.973632176717125,1.7176622761267495,9.720763103792155
15726,0.0,2.83,himidan,-57.42899734982332,-53.93040295304923,1.717661930795243,16.0160175971761
10878,0.0,1.59,himidan,-52.574181898584904,-50.295021659449525,1.717661930795243,2.9222613291773563
10478,0.0,1.83,himidan,-47.76944586748634,-49.843464851379395,1.716001742724495,10.772954032214592
7078,0.0,1.82,himidan,-45.704090831043956,-47.685892486572264,1.716001742724495,6.768418462323202
17601,0.0,2.11,himidan,-48.727414099526065,-50.55265779848452,1.689629077368746,8.48663226580295
10034,0.0,1.62,himidan,-47.93022702064043,-48.132850138346356,1.6772702183234367,4.681001274196298
2456,0.0,2.24,himidan,-53.592014857700896,-57.330690271714154,1.673207239517914,2.4806081763914847
11334,0.0,4.29,himidan,-52.21432473776224,-56.73251397269113,1.673207239517914,6.499131352911338
16970,0.0,1.46,himidan,-45.625575235445204,-47.03776338365343,1.6715567782435092,8.760161464823888
11076,0.0,1.54,himidan,-49.47393085430195,-49.120083808898926,1.6416395128370296,9.462233829283614
1108,0.0,2.947,himidan,-46.68987023305085,-47.52317632039388,1.624863991784305,10.356224103644605
5360,0.0,3.06,himidan,-43.082174862132355,-44.86755180358887,1.6234203979066308,5.335028266981313
11597,0.0,2.9,himidan,-54.60668440193965,-57.820117473602295,1.6125953037398928,6.680276787142173
8694,0.0,1.24,himidan,-47.9869384765625,-49.65655629775103,1.612594843896387,7.161285430053508
5055,0.0,1.605,himidan,-47.782296316964285,-47.37183861110521,1.612594077490544,2.7363856928961923
17668,0.0,1.897,himidan,-48.216226356907896,-48.229183197021484,1.6005988215731455,7.520868636016651
8638,0.0,2.21,himidan,-43.6829883696267,-43.79250633239746,1.6005985435122907,6.678204413074598
15643,0.0,1.57,himidan,-54.46171501791401,-58.0537306467692,1.5901948258187026,13.285947162471377
20424,0.0,1.31,himidan,-57.34176705629771,-58.49380181052468,1.5901948258187026,26.942939276889362
5625,0.0,1.71,himidan,-51.14542786001462,-48.64562098185221,1.5901948258187026,7.4009664851933685
2251,0.0,3.54,himidan,-55.96324373234463,-55.65251028878348,1.5901944508845154,6.520971324702462
5488,0.0,1.7,himidan,-48.10861098345588,-46.75412726402283,1.5855547764262607,11.05166840798606
3748,0.0,2.29,himidan,-47.0014584470524,-48.94525114695231,1.5847505789428555,7.231449919959015
12379,0.0,3.1,himidan,-65.78961693548388,-65.72193626121238,1.5684741002053975,6.254690721558418
2247,0.0,2.84,himidan,-56.388647804797536,-56.44915962219238,1.5684733780561624,6.306815819658752
3868,0.0,2.667,himidan,-53.906908356741575,-51.00034732818604,1.511375757690249,5.714223060372078
3889,0.0,2.68,himidan,-58.01645580690298,-55.24445018768311,1.511374120215065,8.531660515585605
15539,0.0,2.52,himidan,-45.40780397445437,-44.429194949922106,1.5089294412420249,10.99561183450119
16467,0.0,1.42,himidan,-52.18706329775528,-56.73801526156339,1.504456782946654,14.4193768096555
8709,0.0,1.28,himidan,-46.64939498901367,-48.63283348083496,1.486844873003098,9.460145069735473
10877,0.0,1.662,himidan,-52.62685899849398,-51.982816997327305,1.4859141007228918,5.737859315138936
2076,0.0,1.555,himidan,-61.58749624399039,-61.40241527557373,1.474310232878573,7.057161459327787
10863,0.0,1.41,himidan,-50.327463569370565,-48.97269376118978,1.4743097884945662,2.0960651271696893
10854,0.0,1.432,himidan,-48.05975469842657,-48.78584671020508,1.4743097884945662,7.682289114051674
5010,0.0,1.66,himidan,-44.85455395801958,-45.21461813790457,1.4743097884945662,5.9185724443671095
13730,0.0,1.503,himidan,-43.209895833333334,-44.11471902756464,1.4743097884945662,11.71339478500112
3888,0.0,2.74,himidan,-55.83089786724452,-58.633239322238495,1.4716755295379949,8.288234506729417
15408,0.0,1.72,himidan,-42.39677109829215,-41.408025594858024,1.4643875339787231,11.300533697030211
3895,0.0,2.85,himidan,-55.50538308662281,-54.75448497136434,1.4643864091761616,3.87561659416302
17861,0.0,1.485,himidan,-55.39778864303691,-56.927528127034506,1.424943008699644,10.664763401644063
2250,0.0,3.897,himidan,-58.24386017628205,-57.15940726143973,1.412229975229193,2.7460226735590343
16900,0.0,1.19,himidan,-49.3509634322479,-46.6336435171274,1.4068649979954226,1.7073074312150638
15624,0.0,2.39,himidan,-45.52539471103557,-45.283543014526366,1.3969323441515207,10.579901592815759
17695,0.0,2.81,himidan,-44.9067956238879,-46.580086844308035,1.3916313490770242,11.060904311586643
12421,0.0,2.21,himidan,-63.905905330882355,-62.05209922790527,1.3883748496617276,12.121517308771784
56,0.0,2.722,himidan,-50.18519861557905,-50.67478479657854,1.3883748496617276,5.08484626838925
3450,0.0,2.17,himidan,-45.16468353974654,-45.708198165893556,1.3740136956672875,6.974885538050206
15692,0.0,2.374,himidan,-61.74781612605485,-62.08108871459961,1.3740136956672875,11.659000409880871
3362,0.0,2.54,himidan,-41.76730130413386,-43.709763175562806,1.3650113879515053,10.073298771815823
17666,0.0,1.622,himidan,-49.83172079957562,-50.179403177897136,1.3650113879515053,7.292549916846456
3360,0.0,1.71,himidan,-47.126019394188596,-48.652919496808735,1.3650113879515053,14.581191144802371
3328,0.0,1.39,himidan,-46.39390596897482,-48.72135489327567,1.3650111734966899,10.497308456267675
5354,0.0,2.21,himidan,-42.48785262302036,-44.93607975886418,1.3385809920071179,4.452234908768402
14994,0.0,2.333,himidan,-46.320161614806864,-49.3927529074929,1.3385809920071179,12.184658334921702
439,0.0,2.379,himidan,-41.22890953256302,-43.13972155253092,1.3385806170729309,7.801385798081959
4624,0.0,2.35,himidan,-53.18565907579787,-52.511362979286595,1.33518208299535,8.070925704085086
17687,0.0,2.58,himidan,-44.19141382025194,-44.7622708030369,1.327351708750136,12.982260134229257
10873,0.0,1.567,himidan,-47.76230344347134,-51.699282782418386,1.3251994012745048,8.473636300058825
4875,0.0,2.387,himidan,-49.09818334858787,-48.74209896723429,1.3251994012745048,7.020979698443588
5891,0.0,2.26,himidan,-50.01676144220133,-50.234955072402954,1.325198512506491,18.33169130041817
15535,0.0,2.87,himidan,-47.57560363131533,-48.396735191345215,1.2930519323966145,11.14393922699643
17669,0.0,2.078,himidan,-48.10055307241586,-49.9302595038163,1.2717960679064828,8.594251382343792
17142,0.0,1.23,himidan,-46.903407647357724,-51.111897786458336,1.2676314291813864,9.761201189921042
17778,0.0,2.41,himidan,-54.172150544605806,-55.39670378162015,1.2676314291813864,6.235994345250802
5162,0.0,1.36,himidan,-46.036825741038605,-45.03406016031901,1.2660108115096542,5.50394569166982
14305,0.0,2.04,himidan,-43.84783815870098,-42.861879431683086,1.2651373435015854,5.106584835687313
4509,0.0,1.604,himidan,-43.175723266601565,-44.05627996271307,1.2347705397655973,4.872429170195764
8592,0.0,2.01,himidan,-42.87972733986319,-43.14811817804972,1.2297009769352176,5.4699142964168175
3903,0.0,2.53,himidan,-55.446698215167984,-55.99104118347168,1.221093334660986,12.969578943997647
18162,0.0,2.06,himidan,-54.85612295206311,-55.65164453843061,1.2210926912965392,5.003942823604863
14987,0.0,1.27,himidan,-48.96301365649607,-52.4006760337136,1.2050033915214713,8.377589789807702
3341,0.0,2.44,himidan,-42.426197489754095,-46.48091043744768,1.199595958674081,12.56947741401465
4618,0.0,1.31,himidan,-56.838483271708014,-60.33609889103816,1.1960985974603673,12.053466608196572
17607,0.0,2.1,himidan,-48.737955729166664,-47.36439927419027,1.1442801766399529,4.023780868614232
14835,0.0,1.58,himidan,-45.78276738034019,-46.047193908691405,1.1381541330654037,3.9457632004083862
14836,0.0,2.1,himidan,-44.96642950148809,-43.18889307975769,1.1381541330654037,1.0966852497936124
18298,0.0,1.7,himidan,-52.54525505514706,-53.03064551720252,1.1351798384946992,7.271725719424449
18300,0.0,1.48,himidan,-53.75217087204392,-53.16730771745954,1.1351798384946992,6.051214085186668
11470,0.0,1.58,himidan,-57.73706363726266,-60.90316915512085,1.1319647798756713,4.398492981347893
5622,0.0,1.624,himidan,-52.481716579861114,-50.93437337875366,1.1319647798756713,4.5709284978950215
3332,0.0,1.45,himidan,-42.234971039870686,-44.74058176676432,1.1319647798756713,9.093544172157982
7075,0.0,1.72,himidan,-45.18013035973837,-46.04280962262835,1.1319647798756713,7.4177435190515375
15118,0.0,3.06,himidan,-49.8285622191585,-46.194554011027016,1.1319647798756713,5.6992524755718765
12893,0.0,1.85,himidan,-57.14929265202703,-51.274276213212445,1.1319643036143832,9.041524285149208
11620,0.0,1.942,himidan,-52.70965890786083,-53.96421753732782,1.126861960631456,5.491142192600673
17228,0.0,1.5,himidan,-46.1067578125,-46.94530591097745,1.126861960631456,7.639172803449121
